salary_is_predicted,adref,id,location,redirect_url,title,description,category,created,__CLASS__,company,latitude,longitude,contract_time,salary_max,salary_min,contract_type
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0Njk1Mjk3MyIsInMiOiJEdXZaTDQ0bThSR3hCNGtyV1BKWUVRIn0.jkHoK7pYc_P0ZpszAOl20f6lhJ6qU5vUq-bUpz7DHdQ,5646952973,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",https://www.adzuna.de/land/ad/5646952973?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=A35A4A76A32E9C785FBF88017CAAB8D6191B1B59,Professur (FH) für Data Science und Artificial Intelligence (w/m/d),"Die Fachhochschule Kufstein Tirol ist eine international ausgezeichnete Hochschule und zählt laut trend zu den besten Arbeitgeber:innen Tirols. Als moderne Wissensorganisation mit über 2.400 Studierenden, mehr als 10.600 Absolvent:innen und einem globalen Netzwerk von über 250 Partnerinstitutionen bieten wir ein wertschätzendes, familienfreundliches Arbeitsumfeld mit flexiblen Rahmenbedingungen, vielseitigen Aufgaben und internationaler Vernetzung. Professur (FH) für Data Science und Artificial…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2026-02-27T06:33:49Z,Adzuna::API::Response::Job,"{'display_name': 'Fachhochschule Kufstein Tirol Bildungs GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NjUxNDQyNzE3In0.dgP6hemgy8mA8F0HMd7opNkoatX4UgL5ga5N0VuVgIk,5651442717,"{'display_name': 'Innenstadt, Karlsruhe', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt']}",https://www.adzuna.de/land/ad/5651442717?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=2CAD5BE373B9F891F96F29A54CE98BBAA8E0B0CD,Duales Studium (B.Sc.) – Data Science und Künstliche Intelligenz (m/w/d),"Die VBL mit Sitz in Karlsruhe ist Deutschlands größte Zusatzversorgungseinrichtung für Beschäftigte des öffentlichen Dienstes und betreut circa 5,3 Mio. Versicherte und circa 1,5 Mio. Rentenberechtigte. Sie begeistern sich für Daten, digitale Technologien und intelligente Systeme? Dann verbinden Sie Theorie und Praxis in einem zukunftsweisenden dualen Studium bei der VBL. Ab sofort suchen wir einen Studierenden für 2026. Duales Studium (B.Sc.) – Data Science und Künstliche Intelligenz (m/w/d) I…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",2026-03-02T17:07:53Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'VBL. Versorgungsanstalt des Bundes und der Länder'}",49.01336,8.38979,full_time,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NTUwMzk4OTczIn0.cYDzTQIbyRi3NTxK-pL1R08c2o8nLrzMG5HYReezF7I,5550398973,"{'display_name': 'Ravensburg (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ravensburg (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5550398973?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=148C3908A1BDDEDD29E11CED57FBDF3118DBD1FA,Abschlussarbeit Data Science (m/w/d),"Du interessiert dich für klassisches maschinelles Lernen und Data Science und möchtest einen vielfältigen Praxiseinblick, der dich weiterbringt? Dann hallo bei Vetter! Klingt das spannend für dich? Im Rahmen deiner Masterarbeit tauchst du tief in die Welt von Textdaten aus unseren Qualitätsprozessen ein. Dein Ziel ist es, mit Methoden aus dem Natural Language Processing (NLP) und Machine-Learning-Algorithmen Erkenntnisse zu gewinnen, die echten Mehrwert schaffen. Dabei arbeitest du eng mit unse…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-12-20T20:39:24Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ausbildungsbetrieb Vetter Pharma-Fertigung GmbH & Co. KG'}",47.839602,9.667396,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NDcwODM2OTU0In0.ornqwL1858xQciU1rxMH1cq3MyADNmIuxkDKT7v-nfc,5470836954,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",https://www.adzuna.de/land/ad/5470836954?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=E70652E6B5948754343F2422B9EC6385EC0A4CF3,Duales Studium Data Science & KI - 2026,"Entdecke die Welt der elektronischen Bauelemente! Starte als Teamplayer bei Rutronik! Die Welt der Elektronik ist unser Zuhause. Als eines der weltweit führenden Unternehmen für den Vertrieb elektronischer Bauteile mit mehr als 1.900 Mitarbeitern an über 82 Standorten rund um den Globus suchen wir laufend Verstärkung. Entdecke jetzt die Perspektiven und Chancen, die dir dein Job bei Rutronik bietet und werde Teil unseres Erfolges! Duales Studium Data Science & KI - 2026 Bachelor of Science | DH…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2025-10-30T11:48:56Z,Adzuna::API::Response::Job,"{'display_name': 'Rutronik Elektronische Bauelemente GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1Njc1MjQ1NzI1In0.G11arCpp4l0xKpvZMYk-woV5d2udZZK9-TjT4H2v2fk,5675245725,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",https://www.adzuna.de/land/ad/5675245725?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=4629D9F38CDDC3FFEEAF30D8DAE0D9FDCD671DE4,Duales Studium Wirtschaftsinformatik - Data Science 2026,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualitt zum guten Preis mglichst vielen Menschen anbieten zu knnen treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfltiger Talente. Ob im Einkauf, in der Logistik, im Warengeschft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Lnder. Wir suchen Anpacker, Durchstarter, Mglichmacher und bieten spannende Aufgaben und Projekte in einem dynamisc…","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2026-03-22T16:16:24Z,Adzuna::API::Response::Job,"{'display_name': 'Lidl', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,9.2274,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NDkyMzM2Nzc2In0.vvkuK6ZMr0Em40rbPhotaGZbg3RBK9RoWQJF5NgtHHE,5492336776,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",https://www.adzuna.de/land/ad/5492336776?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=2943AE67898FDE42079E37CFC5F7E390C951177C,Schulabsolvent als Dualer Student Künstliche Intelligenz & Data Science (m/w/d),"Aufgaben Das primäre Ziel ist die Ausbildung von Informatik-Allroundern (m/w/d) für eine Tätigkeit in der Berufspraxis Die Pflichtfächer decken ein breites fachliches Spektrum ab, eine große Zahl an Modulen mit Wahlmöglichkeit erlaubt die individuelle Vertiefung Während der Praxisphasen erhältst du von uns Projekte und/oder Problemstellungen, die du selbstständig behandelst und natürlich mit Unterstützung löst Das Studium verbindet ein wissenschaftliches Hochschulstudium mit unternehmerischer P…","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-11-12T15:13:27Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Swarco AG'}",,,full_time,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NjE0MTgzMiIsInMiOiJEdXZaTDQ0bThSR3hCNGtyV1BKWUVRIn0.GChks3afwBIwqCrvuYrTsHwp_wiv92YDRLWXfADD1jc,5646141832,"{'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",https://www.adzuna.de/land/ad/5646141832?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=01ED0A0F0E58FF1C4B07B21CF33F0F2714119C6A,Duales Studium Wirtschaftsinformatik / Data Science (B. Sc.),"Vernetze mit uns die Welt von morgen. Du hast Lust, deine Tatkraft bei uns einzubringen und dadurch deine eigene Zukunft und die aller Menschen sicherer und lebenswerter zu machen? Wir freuen uns darauf, dich dabei tatkräftig zu unterstützen – und gemeinsam mit dir neue und zuverlässige Verbindungen für die Energieversorgung von morgen zu schaffen. Du@Netze BW Du denkst gerne analytisch und gleichzeitig kreativ? IT macht dir am meisten Spaß, wenn du mit ihr innovative Lösungen mit praktischem M…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2026-02-26T13:04:40Z,Adzuna::API::Response::Job,"{'display_name': 'Netze BW GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",48.776198,9.187224,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NjYyMzYyNDExIn0.DTcA_bgw36OLLPAfKqRNuJQYTamf1RHRGMeu2o0kQws,5662362411,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ravensburg (Kreis)'], 'display_name': 'Ravensburg (Kreis), Baden-Württemberg'}",https://www.adzuna.de/land/ad/5662362411?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=82AD559586C5423855CCD3379724449C53A4FED5,Duales Studium (DHBW) Data Science und Knstliche Intelligenz,"Dieser Studiengang bereitet Dich darauf vor, den digitalen Wandel in Unternehmen voranzutreiben und aktiv mitzugestalten. Dazu werden Grundlagen der Informatik und der Wirtschaftsinformatik mit Kerninhalten der Data Science kombiniert. Themen wie Cloud Computing, Big Data, Visual Analytics und AI spielen hier eine große Rolle. Du lernst den Umgang und die Interpretation von großen Datenmengen, deren Darstellung, und das Training von AI-Modellen. Deine Ideen und Projekte kannst du dabei direkt i…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2026-03-12T14:26:06Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'EBZ SE'}",47.839602,9.667396,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NjYwNDYwMjk4In0.91q83eKspNNcm71siMV1h_T-HsHXcVfEXU0uNcjG6p8,5660460298,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",https://www.adzuna.de/land/ad/5660460298?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=CB5908444ABA6FFA622FB8E22B118A84DE146984,Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,"Das Bundes­institut für Bau-, Stadt- und Raumforschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächstmöglichen Zeitpunkt befristet für 3 Jahre eine/ einen wissenschaftliche Mitarbeiterin / wissenschaftlichen Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. 054.2-25 Vergütung E 13 TVöD Beschäftigungs­art befristet für 3 Jahre Wochen­stunden 39 h Arbeits­ort Bonn Bewerbungs­frist 10.04.2026 Das BBSR im Bundesamt für Bauwesen und Raumordnu…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs', 'label': 'Vertriebsstellen'}",2026-03-10T18:50:48Z,Adzuna::API::Response::Job,"{'display_name': 'Bundesamt für Bauwesen und Raumordnung ', '__CLASS__': 'Adzuna::API::Response::Company'}",50.71942,7.112412,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NjU1NDc2ODg1In0.c5-Y575_RvkXO2VgnLtDhGEJBxDEfyDw34Bq6PUAUCo,5655476885,"{'display_name': 'Galgenberg, Regensburg', 'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Regensburg', 'Galgenberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5655476885?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=6E58BEBB0495788AF2D09951C62E80BBFFEEDF5B,Wissenschaftlicher Mitarbeiter / Wissenschaftliche Mitarbeiterin (Doktorand / Doktorandin) (m/w/d) Ecological Data Science (B,"Die Professur für Theoretische Ökologie befasst sich mit Theorie und Modellbildung, Computersimulationen sowie Statistik, Data Science und künstlicher Intelligenz in Ökologie, Evolution und Naturschutz. Wir bieten: Mitarbeit im Projekt BaySensAI, welches im Rahmen des bayerischen Forschungsverbundes bayklif2 ein KI-basiertes Vorhersage- und Monitoringsystem für Biodiversitätsdaten entwickelt will Eine begleitende Promotion im strukturierten Graduiertenprogramm (RIGeL) unserer Fakultät Eine herv…","{'tag': 'teaching-jobs', 'label': 'Lehrberufe', '__CLASS__': 'Adzuna::API::Response::Category'}",2026-03-05T22:58:37Z,Adzuna::API::Response::Job,"{'display_name': 'Universität Regensburg', '__CLASS__': 'Adzuna::API::Response::Company'}",49.0004,12.10353,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3NDA0NDkzOSIsInMiOiJEdXZaTDQ0bThSR3hCNGtyV1BKWUVRIn0.TT-A0tSKvg_lzIrK5bwVmh_hEbB7w9ojzVqPVbXuLo0,5474044939,"{'display_name': 'Ostfildern, Esslingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Ostfildern']}",https://www.adzuna.de/land/ad/5474044939?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=0760A6F6E6E762C570EB211DAC60C666E6D8A3B9,DHBW Student Wirtschaftsinformatik - Data Science (m/w/d),"Dein Studium bei der DAT: Willkommen in unserem lebendigen Tagesgeschäft. Du arbeitest in verschiedenen Abteilungen rundum IT und Softwareentwicklung und lernst unsere Prozesse kennen. Du trägst Verantwortung für eigene Projekte und stehst in engem Kontakt mit deinem Ausbilder und Experten der Fachabteilungen. Das macht den Studiengang aus: Du bewegst dich gerne in der digitalen Welt und willst genau wissen, was hinter intelligenter Software steckt? Dann ist dieser Studiengang Wirtschaftsinform…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2025-11-01T06:00:03Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsche Automobil Treuhand GmbH'}",48.72761,9.24596,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHV2Wkw0NG04Ukd4QjRrcldQSllFUSIsImkiOiI1NDcwODc1NDE2In0.88pzKhUiBzxUQ8VeqF_gnz9qhZqkNz7T5p1wqeyZP_A,5470875416,"{'display_name': 'Weingarten (Baden), Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Weingarten (Baden)'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5470875416?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=97B5C6F377601303CA47CE908B8F793768C96EE7,Duales Studium B.Sc. Wirtschaftsinformatik - Schwerpunkt Data Science,"Wir! Eine eingeschworene Gemeinschaft von über 2.800 Transformations- & Integrationsexperten, New Work Verfechtern, Cybersecurity Spezialisten, Big Data & Business Analysten, IoT Engineers und Consultants rund um Business-IT von SAP, Microsoft und IBM. Als führende Consulting- und IT-Gruppe vereinen wir Strategie- und Managementberatung, Prozessberatung, Branchen-Expertise und Technologie-Know-how in Kombination mit IT-Beratung und -Services unter einem Dach. Wir begleiten und unterstützen mehr…","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-10-30T11:57:00Z,Adzuna::API::Response::Job,"{'display_name': 'All for One Group SE', '__CLASS__': 'Adzuna::API::Response::Company'}",49.05204,8.53179,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NDcyMDM4NCIsInMiOiJEdXZaTDQ0bThSR3hCNGtyV1BKWUVRIn0.mp4SJ_7r3_VoAojhklgKf6H3zNv9-Q9fn_TuzgPrJE0,5564720384,"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5564720384?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=695BD257D4F6703209705D5E02E57AC16CF38013,Junior Berater Business Intelligence SAP / Data Science Cloud (m/w/d),"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",2026-01-02T19:15:43Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",50.940164,6.969972,full_time,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NDcyMDM5NSIsInMiOiJEdXZaTDQ0bThSR3hCNGtyV1BKWUVRIn0.xbuTf134iUhSwnM64wezJdv-ZJuGCmdAQtkPzdTX9O8,5564720395,"{'area': ['Deutschland', 'Niedersachsen', 'Braunschweig'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Braunschweig, Niedersachsen'}",https://www.adzuna.de/land/ad/5564720395?se=DuvZL44m8RGxB4krWPJYEQ&utm_medium=api&utm_source=a4bcf954&v=1F36DF3ACFF6EC33C76FC9EE528C6EAB5DE85890,Junior Berater Business Intelligence SAP / Data Science Cloud (m/w/d),"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2026-01-02T19:15:43Z,Adzuna::API::Response::Job,"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",52.263026,10.517347,full_time,,,
