contract_time,latitude,adref,__CLASS__,redirect_url,category,description,company,id,created,salary_is_predicted,title,longitude,location,salary_min,salary_max,contract_type
full_time,52.507706,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTIyNDAxNiIsInMiOiJNSl9EMlEtYThSR0pmdFV5elEwXzR3In0.H-7ZTcwpgbvNNwwuaoVtZuUfudii1GFwRpOU9TSSrb8,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5769224016?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=0CBE58766F7271E596F1D0041EF7C0033C10DF28,"{'tag': 'hospitality-catering-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Gastronomie & Catering'}","About us Zenjob is an AI-powered flexible staffing platform that has efficiently connected companies and temporary workers since 2015. Companies use our platform to book ready-to-work staff in real time, while students use our app to find part-time jobs that conveniently fit around their studies. Over 40,000 students and 1,000 partner companies from logistics, retail, and hospitality in all major German cities share our belief that good work is not a coincidence. It is the result of innovative …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Zenjob SE'}",5769224016,2026-06-19T11:24:10Z,0,Head of Analytics and Data Science,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",,,
,48.55149,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUpfRDJRLWE4UkdKZnRVeXpRMF80dyIsImkiOiI1ODM2NjMwNTU0In0.4LZwzwYipwBCquTuQ63StJKZ69f8Ml-LvjbKVMtlXAE,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5836630554?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=B298C8549D272CF4A95310C61FFD07C041B321D5,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}","Wir begleiten dich auf dem Weg zum Traumberuf. Als führender Hausgerätehersteller in Europa bilden wir junge Menschen in Berufen aus, die zu ihnen passen und sie erfüllen. Mit unserem Portfolio an Marken – unter anderem Bosch, Siemens, Gaggenau und Neff – bieten wir Nachwuchskräften spannende Aufgaben und die Möglichkeit, von Anfang an Verantwortung zu übernehmen. Ob im Bereich Klimaschutz, Innovation oder Fairness – wir setzen uns gemeinsam mit dir für eine nachhaltige Zukunft ein. Spannende L…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BSH Hausgeräte Gruppe'}",5836630554,2026-08-11T12:50:37Z,0,Duales Studium - Data Science & Künstliche Intelligenz (B. Sc.) - 2027,10.36551,"{'display_name': 'Gundelfingen an der Donau, Dillingen an der Donau (Kreis)', 'area': ['Deutschland', 'Bayern', 'Dillingen an der Donau (Kreis)', 'Gundelfingen an der Donau'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,
,49.18975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUpfRDJRLWE4UkdKZnRVeXpRMF80dyIsImkiOiI1ODEwNTI5OTk2In0.jgFuIyDXj9_70JXhh3E4b-x__R36x0ykEwGQxw9P7pw,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5810529996?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=FD2411C7DDC59034D7D0EF8C26A1DBCB82980F45,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}","Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",5810529996,2026-07-22T10:22:26Z,0,Duales Studium Data Science und KI - Smart Operations Management 2027,9.2274,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",,,
,48.876425,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUpfRDJRLWE4UkdKZnRVeXpRMF80dyIsImkiOiI1ODI4MzU4MTY4In0.0Le3fpixzEy1fpI7Dl8SmND1hAGYO878pRrYVljzl6o,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5828358168?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=8402E2578445895C3DE3C3C020C2ABFFD6844BDC,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}","Seit über 180 Jahren unterstützen wir Unternehmen weltweit dabei, Arbeitsprozesse einfacher, effizienter und zukunftssicher zu gestalten. Mit Niederlassungen in über 40 Ländern und Kunden in mehr als 180 Märkten sind wir ein globaler Partner für Fachwissen und Technologie. Unsere Lösungen verbinden tiefgehendes Know-how mit innovativen Technologien – inklusive moderner KI-Funktionen – und helfen unseren Kunden, ihre größten Herausforderungen erfolgreich zu meistern. Mehr als 21.000 Kolleginnen …","{'display_name': 'Wolters Kluwer Tax & Accounting Deutschland GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5828358168,2026-08-05T01:04:32Z,0,Duales Studium Bachelor der Wirtschaftsinformatik - Data Science (m/w/d),9.198334,"{'display_name': 'Ludwigsburg, Ludwigsburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ludwigsburg']}",,,
,49.2291,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDUzNTU2NyIsInMiOiJNSl9EMlEtYThSR0pmdFV5elEwXzR3In0.iK8oMCXQ_UERVuE7ONGxYRkmuNo5JB0erxMuj6Gwzcs,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5810535567?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=15E50F567E84648B678B5462035A8594EB048353,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}","Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Studienbeginn:} 01.09.2027 mit dem Begrüßungsmonat {Studiendauer:} 3 Jahre {Studiendauer:} 01.10…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Digits'}",5810535567,2026-07-22T10:23:20Z,0,Duales Studium Data Science und Künstliche Intelligenz 2027 (m/w/d),9.21629,"{'display_name': 'Bad Friedrichshall, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Bad Friedrichshall'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,
,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDkyMzUyMSIsInMiOiJNSl9EMlEtYThSR0pmdFV5elEwXzR3In0.L-vNPTqzQ7XxMZ5iIawCLtWbYZhslR69sgKcdVij7o4,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5840923521?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=52A3855A16BE314593BA95B0E7D320AE7AE7C4D5,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}","Als eines der führenden Systemhäuser in Deutschland bieten wir Ihnen vielfältige Möglichkeiten in einem spannenden Berufsumfeld und einer wachsenden Branche Ihre berufliche Heimat zu finden. Bei uns haben Sie den Freiraum, innovative Lösungen zu entwickeln, die schon heute in die Zukunft reichen und sich langfristig bewähren. Verstärken Sie unser Team als System Engineer – Data Science (m/w/d) an einem unserer Standorte deutschlandweit . Data Science in der SVA vereint vier starke Bereiche: Gen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SVA System Vertrieb Alexander GmbH'}",5840923521,2026-08-14T01:00:26Z,0,System Engineer – Data Science (m/w/d),,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,,
,49.001249,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUpfRDJRLWE4UkdKZnRVeXpRMF80dyIsImkiOiI1ODM2MDY0MjM4In0.YX6mmHpb3ymqUgaBFC3K5WlqqvdO15ubid2J7jQ67lM,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5836064238?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=011856F1EBC450BA235F63CBA586A79B55380F8A,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}",Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",5836064238,2026-08-11T00:56:17Z,0,Duales Studium Data Science & Künstliche Intelligenz B.Sc.,8.412378,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe, Karlsruhe (Kreis)'}",,,
,48.28207,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUpfRDJRLWE4UkdKZnRVeXpRMF80dyIsImkiOiI1ODEwNTMxNzQyIn0.rDCtycOuZl1wmNVdXwcYC1b9jdSobs479JOIq1SpYwY,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5810531742?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=0C439F9A8606839B5DD9EDB9D4B6C60EC3112F9B,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}",Die Liebherr-Werk Ehingen GmbH zählt zu den weltweit führenden Herstellern von Fahrzeugkranen. Das Programm umfasst Teleskop- und Gittermastkrane auf Mobil- und Raupenfahrwerken. Seit der Gründung wurde die Produktionsstätte und ihre Kapazität kontinuierlich erweitert. Heute werden täglich sechs Fahrzeugkrane aus Ehingen in die ganze Welt geliefert. DHBW Studium - Data Science und Künstliche Intelligenz (B.Sc.) Job-ID 83588 JLFT1_DE,"{'display_name': 'Liebherr-Werk Ehingen GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5810531742,2026-07-22T10:22:44Z,0,DHBW Studium - Data Science und Künstliche Intelligenz (B.Sc.),9.72719,"{'display_name': 'Ehingen (Donau), Alb-Donau-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Alb-Donau-Kreis', 'Ehingen (Donau)']}",,,
,48.776198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNzAzODQ1NSIsInMiOiJNSl9EMlEtYThSR0pmdFV5elEwXzR3In0.lnyDPIRBd2s5YCKM6HuRH0ldb0XCe5QjicP-HiZgHCM,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5827038455?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=3AF8645B7EF161E752C573E858BE82C8BC972F37,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",DHBW-Studium Bachelor of Science – Wirt­schafts­informatik Data Science Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Bereit für ein echt spannendes und abwechslungsreiches Studium? Wir machen dich fit für deine Zukunft in einer modernen Versicherung. Für den Studienstart am 01.09.2027 in Stuttgart suchen wir aufgeschlossene und motivierte Studierende. JLFT1_DE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.'}",5827038455,2026-08-04T00:54:22Z,0,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik Data Science,9.187224,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}",,,
,52.263026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUpfRDJRLWE4UkdKZnRVeXpRMF80dyIsImkiOiI1ODQyMTQwNzc1In0.8Kdxy4Z-8-Py6eBOGAbUE_LC0K86XWHkCnuLBennK_o,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5842140775?se=MJ_D2Q-a8RGJftUyzQ0_4w&utm_medium=api&utm_source=a4bcf954&v=1883ACFBE97FC5FABB942EF1412C9C6033D31F12,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Juniorprofessur W1 ohne tenure track für Data Science in Business and Finance Die Carl-Friedrich-Gauß-Fakultät der Technischen Universität Braunschweig verbindet die Departments Informatik, Mathematik, Sozialwissenschaften und Wirtschaftswissenschaften. Ein gemeinsamer Schwerpunkt dieser Fächer ist der Bereich „Data Science“ , u. a. mit einem gleichnamigen internationalen Master-Studiengang. Zur Vertiefung dieses Themengebiets und zur Stärkung der Zusammenarbeit ist die Juniorprofessur zu beset…","{'display_name': 'Technische Universität Braunschweig', '__CLASS__': 'Adzuna::API::Response::Company'}",5842140775,2026-08-14T22:12:51Z,0,Juniorprofessur W1 ohne tenure track für Data Science in Business and Finance,10.517347,"{'area': ['Deutschland', 'Niedersachsen', 'Braunschweig'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Braunschweig, Niedersachsen'}",,,
