redirect_url,description,__CLASS__,salary_is_predicted,adref,latitude,created,id,longitude,category,company,location,title,contract_time,contract_type,salary_min,salary_max
https://www.adzuna.de/land/ad/5299022197?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=6BDDC0F74D14C8171F1CEAE1263E5A17829486A3,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dUYThJT1g4QkdkUUt1MUdZTzVGZyIsImkiOiI1Mjk5MDIyMTk3In0.vNxJ1hcJBYJGeK4F8FG8RnEAZxPeUx2VqO-uY_YamSc,49.18975,2025-07-12T06:09:52Z,5299022197,9.2274,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Duales Studium Wirtschaftsinformatik - Data Science 2026,,,,
https://www.adzuna.de/land/ad/5403347604?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=DE23C5F94BAE0AD1E352BCF74B511D9803A4FAAA,"WHAT DO YOU DO FOR A LIVING? Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir dir im Herzen Stuttgarts viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Für den Studienstart am 1. September 2026 suchen wir am Standort Stuttgart aufge­schlossene und moti­vierte Studierende. DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Aufgaben Drei Jahre bei der WGV studieren, dann hast du es geschafft und kannst d…",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dUYThJT1g4QkdkUUt1MUdZTzVGZyIsImkiOiI1NDAzMzQ3NjA0In0.CyGtPDR3JUYsiA1mMl86q-OOSdZ4GzZAAMS2clOWb4g,48.776198,2025-09-17T20:29:27Z,5403347604,9.187224,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}",DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,,,,
https://www.adzuna.de/land/ad/5299022067?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=7D6C148ECCB66412882E934CDD5FEC06298D3555,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTAyMjA2NyIsInMiOiJXZ1RhOElPWDhCR2RRS3UxR1lPNUZnIn0.D-to4UJypGkjX0qxf3g-06roXcV2_eyuamiFvuvpvh4,49.18975,2025-07-12T06:09:51Z,5299022067,9.2274,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}","{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Data Science und KI - Smart Operations Management 2026,,,,
https://www.adzuna.de/land/ad/5404531574?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=3D4D73A066879CB1AABA838B45F8D1D8A3CB229A,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Studienbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studiendauer:} 3 Jahre {Studiendauer:} 01.10…",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwNDUzMTU3NCIsInMiOiJXZ1RhOElPWDhCR2RRS3UxR1lPNUZnIn0.gud6tUp1UEBMQkW_ltbzR9Hgc1Jf6rft485zGmpxEFI,49.18975,2025-09-18T08:25:41Z,5404531574,9.2274,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz IT'}","{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Data Science und Künstliche Intelligenz 2026 (m/w/d),,,,
https://www.adzuna.de/land/ad/5389541929?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=7A00F111AFD5361E0A10EBAC8FE876D66362B42E,"Duales Bachelor Studium: Wirtschafts­informatik – Data Science (September 2026 – DHBW Stuttgart) Bereich: Ausbildung / Duales Studium Standort: Owen bei Kirchheim / Teck Beschäftigungsart: Duales Studium Über 60 Jahre Erfahrung haben Leuze zum Experten für innovative und effiziente Sensor- und Sicherheits­lösungen in der Automatisierungs­technik gemacht. Heute sorgen wir – rund 1.600 Sensor People weltweit – mit Neugier, Leiden­schaft und Entschlossen­heit für Fort­schritt und Wandel. Unser Ant…",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM4OTU0MTkyOSIsInMiOiJXZ1RhOElPWDhCR2RRS3UxR1lPNUZnIn0.IM-BLLsdRIqbgyf8Dq7zVPGRDZWRSZR4ahRC1vfXT0c,,2025-09-08T20:03:45Z,5389541929,,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Leuze electronic GmbH + Co. KG'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",Duales Bachelor Studium: Wirtschaftsinformatik – Data Science (September 2026 – DHBW Stuttgart),,,,
https://www.adzuna.de/land/ad/5255157657?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=8B7522BAAFFC072ED980160B1A956D88C8C2EE3C,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dUYThJT1g4QkdkUUt1MUdZTzVGZyIsImkiOiI1MjU1MTU3NjU3In0.ivwfw6SlN9_9H3_gJqrir1V4gFo8WYW3BBlnqmo15Bs,48.78408,2025-06-17T20:17:09Z,5255157657,10.10558,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}","{'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location'}","Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",,,,
https://www.adzuna.de/land/ad/5331263876?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=FF27E3E1293108BF7E49D15F27D20D31B324FAD3,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzMTI2Mzg3NiIsInMiOiJXZ1RhOElPWDhCR2RRS3UxR1lPNUZnIn0.Znsk2oN94e7CmN-82BMkWQ1OeME_liGttzXv3WjGdF4,50.923007,2025-08-01T06:43:34Z,5331263876,11.589469,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}","{'display_name': 'Jena, Thüringen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Thüringen', 'Jena']}","Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",,,,
https://www.adzuna.de/land/ad/5400426353?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=36ADA54034240173940CF9178898BE4FA4493DE7,"Aufgaben Profil Wir bieten Bei PwC Deutschland arbeiten wir daran, entscheidende Herausforderungen zu lösen, nachhaltige Ergebnisse zu schaffen und das Vertrauen in die Wirtschaft und Gesellschaft auszubauen. Als Teil unserer Business Services Teams bist du der Treiber hinter unserem Versprechen: human-led und tech-powered. Unsere entscheidenden Bereiche sind Frontend- und Backend-Entwicklung, Datenanalyse, künstliche Intelligenz und die Entwicklung digitaler Lösungen zur Prozessoptimierung für…",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dUYThJT1g4QkdkUUt1MUdZTzVGZyIsImkiOiI1NDAwNDI2MzUzIn0.WJHH9dIQQJ3A8TTIg-zsnPdzjUZLitFbiqt8Z4e36-k,51.226802,2025-09-15T20:22:52Z,5400426353,6.808387,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'PwC'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Duales Studium Data Science (B.S.) 2026,,,,
https://www.adzuna.de/land/ad/5407153549?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=1FD496BF623787C332F079A8C1A5EE7F6CEECD79,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwNzE1MzU0OSIsInMiOiJXZ1RhOElPWDhCR2RRS3UxR1lPNUZnIn0.6pzcMWb9X3N1PVm7i74xgCtb8wg16CC8YuHzdkV7YNs,48.42392,2025-09-19T20:34:38Z,5407153549,7.94837,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Markant Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Offenburg, Ortenaukreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium zum Bachelor of Science – Data Science & Künstliche Intelligenz 2026 (m/w/d),,,,
https://www.adzuna.de/land/ad/5385070361?se=WgTa8IOX8BGdQKu1GYO5Fg&utm_medium=api&utm_source=a4bcf954&v=36876C6D296425B1B65DB0C908C07EDD98DF3F7B,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM4NTA3MDM2MSIsInMiOiJXZ1RhOElPWDhCR2RRS3UxR1lPNUZnIn0.94OQHkGFR5KcrfoI5Si2bEACld7UlH6eDmDnuY-14uE,48.383137,2025-09-05T20:15:42Z,5385070361,9.856945,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Tech Innovation'}","{'display_name': 'Ulm, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm']}",Duales Studium Data Science / Künstliche Intelligenz in Kooperation mit der Dualen Hochschule Baden-Württemberg 2026 (m/w/d),,,,
