created,title,adref,category,redirect_url,location,company,longitude,id,latitude,__CLASS__,description,salary_is_predicted,contract_time,salary_max,salary_min,contract_type
2026-03-26T15:13:44Z,Duales Studium - Data Science und Künstliche Intelligenz,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3OTI4MTk5NSIsInMiOiJhQzk5X3hZMzhSRzN1cmZyQmdmOWZnIn0.go8NMRjl-voPjim7TwAlpXVYTVSdwOrrhUGeOrlrlYg,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5679281995?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=978FE26E4547D136B9274FF9F6A6808603AD356F,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Grünwald'], 'display_name': 'Grünwald, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'RTL2 Fernsehen GmbH & Co. KG'}",11.52226,5679281995,48.03972,Adzuna::API::Response::Job,"Über RTLZWEI Überraschend, unangepasst, optimistisch und ganz nah dran: Das ist RTLZWEI. Hier erlebt das Publikum das Leben in all seinen Facetten. Als „Home of Reality“ zeigt der Sender Dokumentationen, Reportagen und Doku-Soaps, faszinierende Menschen und bewegende Schicksale. Mit einer konsequenten Multichannel-Strategie steigen die Reichweiten in den digitalen Kanälen stetig an. Exklusive Inhalte werden unter anderem auch im Streaming-Dienst RTL angeboten. Studieren und gleichzeitig Praxise…",0,,,,
2026-03-28T15:19:53Z,Duales Studium Data Science und Künstliche Intelligenz (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUM5OV94WTM4UkczdXJmckJnZjlmZyIsImkiOiI1NjgxNDA4MDI0In0.kmuKGx60JCAaQB5_mZdzcW5Zu2AbLH72q06gostZr1M,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5681408024?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=A1DD0E6D97748FF0A4B273EE6DE584BD00A0FE4F,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bessenbach, Aschaffenburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Aschaffenburg (Kreis)', 'Bessenbach']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SAF-HOLLAND GmbH'}",9.24812,5681408024,49.9599,Adzuna::API::Response::Job,"SAF-HOLLAND ist ein international führender Hersteller von fahrwerksbezogenen Baugruppen und Komponenten für Trailer, LKW und Busse. Auf sechs Kontinenten beschäftigt SAF-HOLLAND rund 6.000 engagierte Mitarbeitende. Die Produktpalette umfasst unter anderem Achs- und Federungssysteme für Trailer sowie Sattelkupplungen und Kupplungssysteme für LKW, Anhänger und Sattelauflieger als auch Brems- und EBS-Systeme. SAF-HOLLAND entwickelt innovative Produkte zur Erhöhung der Effizienz, Sicherheit und Um…",0,,,,
2026-04-02T04:21:00Z,Duales Studium zum Bachelor of Science – Data Science & Künstliche Intelligenz 2027 (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NjcyNTUyMCIsInMiOiJhQzk5X3hZMzhSRzN1cmZyQmdmOWZnIn0.P6GR5LZx-aXeUqiG1xplslkvpi3lkcfBj0XvdyKXBWE,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5686725520?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=5214F60BA29B8358C0343E25F6FC201B4BFFB255,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Offenburg, Ortenaukreis'}","{'display_name': 'Markant Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",7.94837,5686725520,48.42392,Adzuna::API::Response::Job,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",0,,,,
2026-04-11T16:21:15Z,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUM5OV94WTM4UkczdXJmckJnZjlmZyIsImkiOiI1Njk2NzM3Nzc3In0.coLstLqVKWEh9wQgM-IcCB3wyit4WrphdFdv9MhJdFM,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5696737777?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=F36423B14A325C29EA26AAE8A1C6107D446202C5,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.'}",9.187224,5696737777,48.776198,Adzuna::API::Response::Job,DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Bereit für ein echt spannendes und abwechslungsreiches Studium? Wir machen dich fit für deine Zukunft in einer modernen Versicherung. Für den Studienstart am 01.09.2026 in Stuttgart suchen wir aufgeschlossene und motivierte Studierende. Aufgaben Drei Jahre…,0,,,,
2026-04-03T04:23:53Z,HR Controller (m/w/d) mit Schwerpunkt Data Science,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODE3NDA1MyIsInMiOiJhQzk5X3hZMzhSRzN1cmZyQmdmOWZnIn0.9DO8MDvi7yrTjyY8THjraI7VLxa37lRCNQOoucxEkf8,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5688174053?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=DEBD320A4512BF84D46B780621CED64AA0A9A44F,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dirk Rossmann GmbH'}",,5688174053,,Adzuna::API::Response::Job,"Unsere Unternehmenszentrale in Burgwedel bei Hannover – Hier arbeiten rund 3.000 Mitarbeitende mit vollem Einsatz daran, die Zukunft von ROSSMANN zu gestalten. Heute wissen, was uns morgen verbindet! Unser Human Resources Fachbereich besteht aus engagierten Bereichen mit vielen fantastischen Expertenteams und zählt über 300 Mitarbeitende: Ob HR Management, HR Service, Learning & Development, Talent Acquisition & Employer Branding, HR Start Up oder HR Tech, Analytics & Projects – alle Teams arbe…",0,,,,
2026-03-24T05:57:12Z,Praktikum (m|w|d) im Bereich Data Science & Process Improvement,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjU1Mzg0MCIsInMiOiJhQzk5X3hZMzhSRzN1cmZyQmdmOWZnIn0.2P7aq0NtMMaoLltQZ50DVB0qWn7AJceoggWoASl53jU,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5676553840?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=FB102C31A21812BD560A0E435BBC783F4DA54E88,"{'display_name': 'Crailsheim, Schwäbisch Hall (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Schwäbisch Hall (Kreis)', 'Crailsheim']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Voith SE & Co. KG'}",10.07197,5676553840,49.13436,Adzuna::API::Response::Job,"Über die Voith Group Die Voith Group ist ein weltweit agierender Technologiekonzern. Mit seinem breiten Portfolio aus Anlagen, Produkten, Serviceleistungen und digitalen Anwendungen setzt Voith Maßstäbe in den Märkten Energie, Papier, Rohstoffe und Transport & Automotive. Gegründet 1867 ist Voith heute mit rund 22.000 Mitarbeiterinnen und Mitarbeitern, 5,2 Milliarden Euro Umsatz und Standorten in über 60 Ländern der Welt eines der großen Familienunternehmen Europas . Unterstütze die Voith Group…",0,full_time,,,
2026-04-08T12:40:42Z,Junior Consultant Analytics Data Science (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUM5OV94WTM4UkczdXJmckJnZjlmZyIsImkiOiI1NjkzMDQ3NDU2In0.z-q9C1xb8K810lmVls2xQCV3q79bfGrBUmgBD_sNgCg,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5693047456?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=9352D51F46000961DCB48290162075ADF565AF48,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}","{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",9.987297,5693047456,53.557429,Adzuna::API::Response::Job,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",0,full_time,,,
2025-11-12T15:13:27Z,Schulabsolvent als Dualer Student Künstliche Intelligenz & Data Science (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MjMzNjc3NiIsInMiOiJhQzk5X3hZMzhSRzN1cmZyQmdmOWZnIn0.dMQr6NAR1XkfEeKe8QpjDRfxi8I-9_AajIRSMf9ZEkw,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5492336776?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=2943AE67898FDE42079E37CFC5F7E390C951177C,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Swarco AG'}",,5492336776,,Adzuna::API::Response::Job,"Aufgaben Das primäre Ziel ist die Ausbildung von Informatik-Allroundern (m/w/d) für eine Tätigkeit in der Berufspraxis Die Pflichtfächer decken ein breites fachliches Spektrum ab, eine große Zahl an Modulen mit Wahlmöglichkeit erlaubt die individuelle Vertiefung Während der Praxisphasen erhältst du von uns Projekte und/oder Problemstellungen, die du selbstständig behandelst und natürlich mit Unterstützung löst Das Studium verbindet ein wissenschaftliches Hochschulstudium mit unternehmerischer P…",0,full_time,,,
2026-04-12T04:37:58Z,AI Experte - KI-Strategie / Change-Management / Data Science (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzE5MzExMyIsInMiOiJhQzk5X3hZMzhSRzN1cmZyQmdmOWZnIn0.YLf73pfpQq1AYl-6xizY4sq_O0XqhHuayD2prZFhRq4,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5697193113?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=822B2626B8C769B8D5DA5A9C3A908C3D0EF5BD2A,"{'display_name': 'Teltow, Potsdam-Mittelmark (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Brandenburg', 'Potsdam-Mittelmark (Kreis)', 'Teltow']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Workwise GmbH'}",13.26532,5697193113,52.40101,Adzuna::API::Response::Job,"Über HOSCH Gebäudeautomation Hast du schon einmal daran gedacht, wie eine umweltfreundliche und wirtschaftliche Lösung für Gebäudeautomation aussehen könnte? Genau das treiben wir an - Projekte für moderne Systeme, die Komfort und Energieeffizienz vereinen. Deine Expertise in Technik und Innovation könnte genau hier den Unterschied machen. Mit Aufgaben in Projektierung, Software Engineering oder Schaltanlagenbau wirst du Teil eines Teams, das sich für eine nachhaltigere Zukunft einsetzt. Hier e…",0,full_time,,,
2026-03-22T16:16:24Z,Duales Studium Wirtschaftsinformatik - Data Science 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUM5OV94WTM4UkczdXJmckJnZjlmZyIsImkiOiI1Njc1MjQ1NzI1In0.CzruyRXdhb_tngi5I7ohzVuGoactRfkyMbzWBQZnbCc,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5675245725?se=aC99_xY38RG3urfrBgf9fg&utm_medium=api&utm_source=a4bcf954&v=4629D9F38CDDC3FFEEAF30D8DAE0D9FDCD671DE4,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl'}",9.2274,5675245725,49.18975,Adzuna::API::Response::Job,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualitt zum guten Preis mglichst vielen Menschen anbieten zu knnen treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfltiger Talente. Ob im Einkauf, in der Logistik, im Warengeschft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Lnder. Wir suchen Anpacker, Durchstarter, Mglichmacher und bieten spannende Aufgaben und Projekte in einem dynamisc…",0,,,,
