latitude,longitude,salary_is_predicted,location,title,description,redirect_url,id,__CLASS__,category,adref,created,company,contract_time,salary_min,salary_max,contract_type
49.18975,9.2274,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Duales Studium Wirtschaftsinformatik - Data Science 2027,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",https://www.adzuna.de/land/ad/5733288662?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=366DE9802B50CE4713055921F48A779825AE62E1,5733288662,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1NzMzMjg4NjYyIn0.8yyDB4zvqdhcWv2fANzwDlrneMr3k9S5glgHSXyxi2o,2026-05-18T19:45:18Z,"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
49.08598,10.53811,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Ansbach (Kreis)', 'Ehingen'], 'display_name': 'Ehingen, Ansbach (Kreis)'}",DHBW Studium - Data Science und Künstliche Intelligenz (B.Sc.),Die Liebherr-Werk Ehingen GmbH zählt zu den weltweit führenden Herstellern von Fahrzeugkranen. Das Programm umfasst Teleskop- und Gittermastkrane auf Mobil- und Raupenfahrwerken. Seit der Gründung wurde die Produktionsstätte und ihre Kapazität kontinuierlich erweitert. Heute werden täglich sechs Fahrzeugkrane aus Ehingen in die ganze Welt geliefert. DHBW Studium - Data Science und Künstliche Intelligenz (B.Sc.) Job-ID 83588 Aufgaben Mitarbeit an innovativen Projekten im Bereich Data Science und…,https://www.adzuna.de/land/ad/5808151947?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=79FB669341B0957C8EB9F12E17B3015DE4F4E158,5808151947,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwODE1MTk0NyIsInMiOiI5SEVTUnllUDhSR24zWTlmTGVrQlpBIn0.i2oA5mgrQBQwpFClK8VDBhqP_p-IKFCtB7aHTDL1_HQ,2026-07-20T15:32:54Z,"{'display_name': 'Liebherr-Werk Ehingen GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
48.137418,11.555737,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",Dualer Student Data Science & Scientific Computing (w/m/x),"Aufgaben Profil Wir bieten Hinweis: Dieser Studiengang wird als Studium mit vertiefter Praxis angeboten. Du liebst es, Ursachen für Probleme zu entdecken und Lösungen zu finden und möchtest an Zukunftsthemen arbeiten? Du hast eine Leidenschaft für IT und Digitalisierung? Dann ist dieses Studium genau das Richtige für dich. Denn du bist Expert:in dafür, riesige Datenmengen zu bändigen und daraus Vorhersagen abzuleiten. Egal ob Entwicklungsdaten oder Daten unserer Kund:innen, du weißt wo du die r…",https://www.adzuna.de/land/ad/5823880222?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=0DA43476A6E2E2613DA11F87BA2429BC69BB4D78,5823880222,Adzuna::API::Response::Job,"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMzg4MDIyMiIsInMiOiI5SEVTUnllUDhSR24zWTlmTGVrQlpBIn0.NbmvtmbgHcpWsmAUh25jxcWRoyFHUL8NcoyaKh8xOA0,2026-08-01T13:07:12Z,"{'display_name': 'BMW Group', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
49.18975,9.2274,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Duales Studium Data Science und KI - Smart Operations Management 2027,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",https://www.adzuna.de/land/ad/5733974483?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=C44063A8613D3152F32376D2CD101CAF5781FF26,5733974483,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzk3NDQ4MyIsInMiOiI5SEVTUnllUDhSR24zWTlmTGVrQlpBIn0.BoeEK2D3pevaiYbKBu8_-rTfr0hEwXPnUBfwcYfCnKQ,2026-05-19T13:53:54Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",,,,
49.001249,8.412378,0,"{'display_name': 'Karlsruhe, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,https://www.adzuna.de/land/ad/5814248930?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=E01D58E53D23F65C70C83406928E6A0E117A74CA,5814248930,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1ODE0MjQ4OTMwIn0.4OfLyTm7G5uAu1kC6HWnB6y3rrOSi_FAxoAiU1uy0BE,2026-07-24T21:41:05Z,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
49.2291,9.21629,0,"{'display_name': 'Bad Friedrichshall, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Bad Friedrichshall'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Data Science und Künstliche Intelligenz 2027 (m/w/d),"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Studienbeginn:} 01.09.2027 mit dem Begrüßungsmonat {Studiendauer:} 3 Jahre {Studiendauer:} 01.10…",https://www.adzuna.de/land/ad/5820702966?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=BE3D12135DE0840B4088885DB20B6F0296D1C288,5820702966,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMDcwMjk2NiIsInMiOiI5SEVTUnllUDhSR24zWTlmTGVrQlpBIn0.QYGD_JidvP7NbGp725O_5AcZ_FbUNK8Dcv39LBirnZI,2026-07-30T05:34:30Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Digits'}",,,,
50.74053,8.28354,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Lahn-Dill-Kreis', 'Dillenburg'], 'display_name': 'Dillenburg, Lahn-Dill-Kreis'}",Duales Studium Softwaretechnologie - Data Science 2027 (m/w/d),"Die Isabellenhütte ist ein international agierendes, familiengeführtes Unternehmen mit einer einzigartigen Fertigungstiefe. Wir vereinen unsere Tradition mit dem unbedingten Willen, Zukunftsmärkte aktiv mitzugestalten. Dies macht uns zu einem 500 Jahre jungen Start Up. Bei uns ist jeder im Team willkommen, der die Leidenschaft für zukunftsweisende Technologien mit uns teilt. Wir sind nicht nur in fast jedem Fahrzeug weltweit vertreten, sondern unsere Produkte finden sich auch in der Luft- und R…",https://www.adzuna.de/land/ad/5810491896?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=6658FF035E35B30810AC9A2B747769A97E748490,5810491896,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDQ5MTg5NiIsInMiOiI5SEVTUnllUDhSR24zWTlmTGVrQlpBIn0.6l93qSr7v_2UDStkJmJTwxLLME-8nndg4Pvlm2prhUE,2026-07-22T09:38:24Z,"{'display_name': 'Isabellenhütte Heusler GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
50.25777,10.96603,0,"{'display_name': 'Coburg, Coburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Spezialist für Steuerungs- und Controllingsysteme - Schwerpunkt Data Science (w/m/d),"Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…",https://www.adzuna.de/land/ad/5810902614?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=A63038A3CCCC8211387530120DBD9E92F690B5E7,5810902614,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1ODEwOTAyNjE0In0.5jdvg7I73im4gPHFF1lnxN7TOTbEXHAb5KoYjZ2ohVQ,2026-07-22T15:36:09Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",,,,
49.56892,10.88109,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)'}",Duales Studium (DHBW) - Data Science und künstliche Intelligenz (d/m/w) 2027,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Im Überblick …",https://www.adzuna.de/land/ad/5812014129?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=C841C8165D3CFA1D7CD50341C709B7D82F7A21C9,5812014129,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjAxNDEyOSIsInMiOiI5SEVTUnllUDhSR24zWTlmTGVrQlpBIn0.4WuxTZ7-it6jPa93t-redROwULoJLel0jz_g1-fsZM0,2026-07-23T09:43:35Z,"{'display_name': 'Schaeffler Technologies AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
48.78408,10.10558,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis'}",Abschlussarbeit Data Science / Mechanikdesign (m/w/x),"Als Student arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst ideale Voraussetzungen für Deine spätere Karriere. Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitar…",https://www.adzuna.de/land/ad/5782380629?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=F340A0D115EAF64737B8B630F823B3017AD3F9D9,5782380629,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1NzgyMzgwNjI5In0.kb9ZftOxL6A-abXxoX6wm0F_tTrDZqP1gXXDcZN4Ygk,2026-06-30T22:28:57Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",,,,
49.55214,8.66573,0,"{'display_name': 'Weinheim, Rhein-Neckar-Kreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Rhein-Neckar-Kreis', 'Weinheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",Masterarbeit im Bereich Data Science / Machine Learning im Spritzguss (w/m/d),"„We will wow your world!” Das ist unser Versprechen, wenn es um Arbeiten bei Freudenberg geht. Als globaler Technologiekonzern machen wir die Welt nicht nur sauberer, gesünder und komfortabler, sondern bieten unseren 52.000 Mitarbeitenden auch ein vernetztes und vielfältiges Arbeitsumfeld, in dem sich alle individuell entfalten können. Lassen Sie sich überraschen und erleben Sie Ihre eigenen „Wow”-Momente. Gemeinsam mit Partnern, Kunden und der Wissenschaft entwickeln wir technisch führende Pro…",https://www.adzuna.de/land/ad/5802884021?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=9B82C25E39A22354983C7F53D3343C198A49D2F3,5802884021,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1ODAyODg0MDIxIn0.5XK25NeA-kCc1-Qr_E1kqOlZb941Uuljrmt1M4hlD4U,2026-07-16T15:28:00Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Freudenberg Technology Innovation SE & Co. KG'}",,,,
48.78408,10.10558,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis'}","Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2027","Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",https://www.adzuna.de/land/ad/5790982354?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=67FF04F7F2EE835A97EC22B52DAB8E0ADBC19DFF,5790982354,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1NzkwOTgyMzU0In0.wBv6bqIPvZSdghSoCjKK6WzKjqahAM76tN_tITRXX8Q,2026-07-07T15:13:53Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",,,,
49.403755,8.696891,0,"{'display_name': 'Heidelberg, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Heidelberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duale*r Student*in Data Science & KI in Kooperation mit der DHBW Mannheim,"Springer Nature öffnet Türen zu Entdeckungen. Seit mehr als 180 Jahren sind unsere Marken zuverlässige Wissensquellen für Wissenschaftler*innen, Lehrer*innen, Mediziner*innen und andere Fachkräfte. Mit unseren Büchern, wissenschaftlichen Zeitschriften, Plattformen und technologischen Lösungen erreichen wir jeden Tag weltweit Millionen von Menschen. Aufgaben Als Duale*r Student*in bei der Springer-Verlag GmbH am Standort Heidelberg wirst Du als Teil unseres HR Systems Teams an der Schnittstelle …",https://www.adzuna.de/land/ad/5798896516?se=9HESRyeP8RGn3Y9fLekBZA&utm_medium=api&utm_source=a4bcf954&v=728136A781BA82FBAF6468012FCE3FA933EED651,5798896516,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUhFU1J5ZVA4UkduM1k5Zkxla0JaQSIsImkiOiI1Nzk4ODk2NTE2In0.GEXOLC_M3X1VVvBpuxCVzDcNyck9P0dgfq2BWMNDnms,2026-07-13T17:33:52Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Springer-Verlag GmbH'}",,,,
