redirect_url,__CLASS__,latitude,description,id,adref,category,created,company,longitude,salary_is_predicted,title,location,contract_time,salary_max,salary_min,contract_type
https://www.adzuna.de/land/ad/5450785708?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=11616AED50652A4A244DB1A0EFFA9F91FA641C30,Adzuna::API::Response::Job,49.001249,Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,5450785708,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTHBHenpnU3o4Qkc1YUtSZ0ZfTUlMQSIsImkiOiI1NDUwNzg1NzA4In0.od1gYkOXDLVpGAuwX69o0zTXc3fqqrJBxTe7dWRtACQ,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-10-16T22:11:16Z,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.412378,0,Duales Studium Data Science und Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)'}",,,,
https://www.adzuna.de/land/ad/5427379568?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=D2F4AE20A6DE629002E201B132302433F154741E,Adzuna::API::Response::Job,49.18975,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",5427379568,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyNzM3OTU2OCIsInMiOiJMcEd6emdTejhCRzVhS1JnRl9NSUxBIn0.unPAc7hxzSbdwx-D7mG851bmcazYtl80WL1v3xxMuME,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-10-02T20:38:55Z,"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",9.2274,0,Duales Studium Wirtschaftsinformatik - Data Science 2026,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",,,,
https://www.adzuna.de/land/ad/5461505219?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=BF6C4A202F5978BA308D088E65858BACE0D9CFCF,Adzuna::API::Response::Job,48.776198,"WHAT DO YOU DO FOR A LIVING? Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir dir im Herzen Stuttgarts viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Für den Studienstart am 1. September 2026 suchen wir am Standort Stuttgart aufge­schlossene und moti­vierte Studierende. DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Aufgaben Drei Jahre bei der WGV studieren, dann hast du es geschafft und kannst d…",5461505219,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ2MTUwNTIxOSIsInMiOiJMcEd6emdTejhCRzVhS1JnRl9NSUxBIn0.9r1Xn7JgZeDw5_Br9l-00jW7GGISBhg5xHqX8cWXTnA,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-10-23T22:48:15Z,"{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",9.187224,0,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,"{'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",,,,
https://www.adzuna.de/land/ad/5450783824?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=E664A06125CD331B387B287673ACFED93B6D9F5C,Adzuna::API::Response::Job,52.507706,"Die Sparkassen Rating und Risikosysteme (SR) ist der zentrale Dienstleister für Verfahren des Risiko­manage­ments in der Sparkassen-Finanzgruppe. Wir unterstützen die Institute mit Standardlösungen in den Bereichen der Risiko­messung und -steuerung, der regulatorischen Banksteuerung sowie im Vertrieb mit Data-Analytics-Lösungen. Gemeinsam mit unseren Partnern bieten wir den Instituten, von der Konzeption der Verfahren, über deren Weiterentwicklung, IT-Umsetzung und Umsetzungsunterstützung, zent…",5450783824,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1MDc4MzgyNCIsInMiOiJMcEd6emdTejhCRzVhS1JnRl9NSUxBIn0.seb-d0Btq3-cVHDK1ZpbCtCCZBxNznb_CcQhDcmUc2k,"{'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-10-16T22:10:58Z,"{'display_name': 'Sparkassen Rating und Risikosysteme GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",13.420806,0,Senior Spezialist (m/w/d) Meldewesen / Regulatorik / Data Science,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",,,,
https://www.adzuna.de/land/ad/5429928376?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=845DEDE359784297833D4E95EA85782A09D5261B,Adzuna::API::Response::Job,48.876425,"Gestalten Sie mit uns heute schon die Zukunft! Seit über 180 Jahren steht Wolters Kluwer dafür, Arbeitsprozesse mit innovativen Lösungen zu unterstützen und zu erleichtern. Unsere Niederlassungen in mehr als 40 Ländern betreuen Kunden in über 180 Ländern. Im Jahr 2023 verzeichneten wir einen Jahresumsatz von 5,6 Milliarden Euro. Unsere Expertenlösungen vereinen fundiertes Fachwissen mit Technologie, damit unsere Kunden die wichtigsten Herausforderungen meistern können. Für die Umsetzung unserer…",5429928376,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTHBHenpnU3o4Qkc1YUtSZ0ZfTUlMQSIsImkiOiI1NDI5OTI4Mzc2In0.Z-57tY-UlvxbC3UkcKFu8D2hic-jFtdBP5jcFQmMBnA,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-10-03T20:43:25Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wolters Kluwer Tax & Accounting Deutschland GmbH'}",9.198334,0,Duales Studium Bachelor der Wirtschaftsinformatik - Data Science (m/w/d),"{'display_name': 'Ludwigsburg, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ludwigsburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
https://www.adzuna.de/land/ad/5432420916?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=4A355C0939DD2102807518A16D605F4211ED46A6,Adzuna::API::Response::Job,,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",5432420916,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTHBHenpnU3o4Qkc1YUtSZ0ZfTUlMQSIsImkiOiI1NDMyNDIwOTE2In0.ZcJuxGfqpYxAo65zntj2n6C1wUV0TtqqkME8S_DHASU,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-10-05T08:40:24Z,"{'display_name': 'HENSOLDT', '__CLASS__': 'Adzuna::API::Response::Company'}",,0,"Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Start 2026","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",,,,
https://www.adzuna.de/land/ad/5444603012?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=7C75156C49A6BBB11E801CD0C2E18CCBD6D0B7B4,Adzuna::API::Response::Job,,"Duales Bachelor Studium: Wirtschafts­informatik – Data Science (September 2026 – DHBW Stuttgart) Bereich: Ausbildung / Duales Studium Standort: Owen bei Kirchheim / Teck Beschäftigungsart: Duales Studium Über 60 Jahre Erfahrung haben Leuze zum Experten für innovative und effiziente Sensor- und Sicherheits­lösungen in der Automatisierungs­technik gemacht. Heute sorgen wir – rund 1.600 Sensor People weltweit – mit Neugier, Leiden­schaft und Entschlossen­heit für Fort­schritt und Wandel. Unser Ant…",5444603012,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0NDYwMzAxMiIsInMiOiJMcEd6emdTejhCRzVhS1JnRl9NSUxBIn0.QTmWkPxt6hDG5mIK0bbf2LQeayzcVpxQXN0HxmwWiJo,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-10-12T22:07:10Z,"{'display_name': 'Leuze electronic GmbH + Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",,0,Duales Bachelor Studium: Wirtschaftsinformatik – Data Science (September 2026 – DHBW Stuttgart),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",,,,
https://www.adzuna.de/land/ad/5441653036?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=78B32C35DE85BBFF36E932E63F25BF40A00A5783,Adzuna::API::Response::Job,49.21886,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",5441653036,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTHBHenpnU3o4Qkc1YUtSZ0ZfTUlMQSIsImkiOiI1NDQxNjUzMDM2In0.AT5WfwAp5VaBha358WbDLbH69uyeBkljyIdDSKtxYRI,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-10-10T21:56:33Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",8.36958,0,"Duales Studium Wirtschaftsinformatik/Data Science (B.Sc.), Campusmodell Germersheim/Stuttgart 2026 (w/m/d)","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Germersheim (Kreis)', 'Germersheim'], 'display_name': 'Germersheim, Germersheim (Kreis)'}",,,,
https://www.adzuna.de/land/ad/5427365393?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=846DE80256960021B702EE024365A3FBE036F87D,Adzuna::API::Response::Job,48.79495,"Bachelor of Science (B.Sc.) Studiengang: Data Science & Künstliche Intelligenz Ausschreibungs-Nr 2026_322 Ausbildungsbeginn 2026 Standort Schwäbisch Gmünd Aufgaben Gestalte die digitale Zukunft? Mit uns! Data Science & KI sind keine Buzzwords - sie sind der Motor unserer Zeit. Ob smarte Produkte, autonome Systeme oder datengetriebene Entscheidungen: Hier gestaltest du die Technologien, die morgen Alltag sind. Mit deinem dualen Studium bei uns verbindest du Wissen & Praxis: spannende Theorie an …",5427365393,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyNzM2NTM5MyIsInMiOiJMcEd6emdTejhCRzVhS1JnRl9NSUxBIn0.8f9SBRQadq2hFf7Gis_4Fd-tNZeTSCHvgvvT2u96gWw,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",2025-10-02T20:38:28Z,"{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",9.851063,0,Ausbildung: Bachelor of Science (B.Sc.) Studiengang: Data Science & Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Schwäbisch Gmünd'], 'display_name': 'Schwäbisch Gmünd, Ostalbkreis'}",,,,
https://www.adzuna.de/land/ad/5461506306?se=LpGzzgSz8BG5aKRgF_MILA&utm_medium=api&utm_source=a4bcf954&v=8872AA5D4FA0194EBEE97DF9A244508C8FCDC2EB,Adzuna::API::Response::Job,51.226802,"Publicis Media ist das weltweit zweitgrößte Mediaagenturnetzwerk und Teil des französischen Kommunikationskonzerns Publicis Groupe. Als globale Holding lebt Publicis Media durch seine globalen Agenturmarken Zenith, Starcom und Spark, die das Kundengeschäft in der strategischen Kommunikationsberatung in über 100 Ländern steuern und ständig weiterentwickeln. Darüber hinaus unterstützen bei Publicis Media zentrale Spezialistenteams die Kunden der Agenturen in den Bereichen: Data und Technology, An…",5461506306,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTHBHenpnU3o4Qkc1YUtSZ0ZfTUlMQSIsImkiOiI1NDYxNTA2MzA2In0.cLh33ns20tVpQcuYQcx12xGlPWjqTJ3iHBOAVYURTQs,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",2025-10-23T22:48:22Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Publicis Media GmbH'}",6.808387,0,Duales BA-Studium Wirtschaftsinformatik Data Science & KI (m/w/d) - Düsseldorf & Ravensburg,"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
