redirect_url,adref,id,created,__CLASS__,location,company,salary_is_predicted,category,latitude,description,longitude,title,contract_time,salary_max,salary_min,contract_type
https://www.adzuna.de/land/ad/5515911716?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=73617BD5EFD6997AC0B4468EB6312F9B720BE069,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNTkxMTcxNiIsInMiOiJCbmhVbm9iWjhCR0tKZjBGMExnWVJnIn0.r0-a6IgWXuPl-7dEiHuHH92T6FfLs5SFf_XJmSfAr_8,5515911716,2025-11-27T09:34:49Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Au-Haidhausen'], 'display_name': 'Au-Haidhausen, München', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'SPARKS University of Applied Sciences', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Lehrberufe', 'tag': 'teaching-jobs'}",48.13258,"Zum Wintersemester 2026/27 besetzen wir in Vollzeit oder Teilzeit (mind. 50% Stellenumfang) eine: Professur für Data Science Unsere Professor:innen sind so neugierig wie unsere Studierenden und lernen mit ihnen - nach einem akademischen Konzept, das kollaborativ und kreativ ist. Sie zünden SPARKS, die aus unseren Studierenden breit gebildete Fachkräfte für Marketing­kom­muni­ka­tion machen - und Expert:innen für ein Leben in Zeiten tiefgreifender Veränderungen. Ihr Profil Sie haben ein Hochschu…",11.59129,Professur für Data Science,,,,
https://www.adzuna.de/land/ad/5537035245?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=766BC6E12BC494CF70F620671385199688EA80C7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNzAzNTI0NSIsInMiOiJCbmhVbm9iWjhCR0tKZjBGMExnWVJnIn0.NQo3sHSGEmD6WrKCEDUQvKkCHtDUn-h8K0TfCS_7gYo,5537035245,2025-12-10T22:07:17Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster', 'Centrum'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Centrum, Münster'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Universitätsklinikum Münster'}",0,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",51.9614,"An der Medizinischen Fakultät der Universität Münster ist eine Universitätsprofessur (W3) für „Data Science in Population Health“ (Nachfolge Univ.-Prof. Dr. Klaus Berger, ohne Leitungsfunktion) zu besetzen. Die Professur ist im Institut für Epidemiologie und Sozialmedizin angesiedelt. Der oder die Stelleninhaber*in sollte ein Studium der Epidemiologie, Statistik, Datenwissenschaften mit klarem biomedizinischen Fokus oder ein Studium der Humanmedizin mit nachfolgender klinischer Erfahrung sowie …",7.59999,Universitätsprofessur (W3) für „Data Science in Population Health“,,,,
https://www.adzuna.de/land/ad/5466725194?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=2E265F75D4E76BB298528A5390B9ADF9BE5E0796,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQm5oVW5vYlo4QkdLSmYwRjBMZ1lSZyIsImkiOiI1NDY2NzI1MTk0In0.kFA4SPZU7x23DAufLB9-sEz_rSwi6XHRrxmZ8KJZ1wk,5466725194,2025-10-27T21:42:06Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau'], 'display_name': 'Freiburg im Breisgau, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Haufe Group SE'}",0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",47.999458,"Freiburg im Breisgau ab sofort Wir bilden aus und suchen begeisterte Daten-Enthusiast:innen! KI, Data Engineering, Cloud Computing oder Big Data sollen nicht länger nur theoretische Begriffe sein? Dann ist unser duales Studium mit dem Schwerpunkt Data Science und Künstliche Intelligenz die perfekte Gelegenheit, um deine Fähigkeiten zu entwickeln und in die vielschichtige Welt der Daten einzutauchen. Setze jetzt den Startschuss für deine Karriere ab September 2026 im Studiengang Data Science und…",7.816286,Duales Studium 2026 - Data Science und KI B.Sc. (d/m/w),full_time,,,
https://www.adzuna.de/land/ad/5522265370?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=4B2778BF3CB3A9E0159F412FDDF74B7D36BD0D7A,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyMjI2NTM3MCIsInMiOiJCbmhVbm9iWjhCR0tKZjBGMExnWVJnIn0.WjVc1eozpRjNTJBUtog2JknMI3SdnEwAEhIj6z9NfZc,5522265370,2025-12-01T20:02:58Z,Adzuna::API::Response::Job,"{'display_name': 'Heidenheim (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heidenheim (Kreis)']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'PAUL HARTMANN AG'}",0,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",48.67025,"Bei HARTMANN geht es uns darum, zu helfen , zu pflegen , zu schützen und zu wachsen . Wir unterstützen Fachkräfte im Gesundheitswesen, damit sie sich auf das konzentrieren können, was wirklich wichtig ist: das Leben der Menschen positiv zu beeinflussen. Wir realisieren Lösungen, die einen echten Beitrag leisten. Und mit Deinem Engagement kannst Du jeden Tag in Deinem Job wachsen. Bei HARTMANN glauben wir an den Unterschied, den Du bewirken kannst. Verstärke unser Team als Werkstudent (m/w/d) In…",10.181654,Student Data Science als Werkstudent - Entwicklung & Automatisierung / Power BI (m/w/d),full_time,,,
https://www.adzuna.de/land/ad/5492336776?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=2943AE67898FDE42079E37CFC5F7E390C951177C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MjMzNjc3NiIsInMiOiJCbmhVbm9iWjhCR0tKZjBGMExnWVJnIn0.xqvQP2GhsumHzxBhOijpN4UVJjHUBHoXjPTQJpb7vYA,5492336776,2025-11-12T15:13:27Z,Adzuna::API::Response::Job,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Swarco AG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",,"Aufgaben Das primäre Ziel ist die Ausbildung von Informatik-Allroundern (m/w/d) für eine Tätigkeit in der Berufspraxis Die Pflichtfächer decken ein breites fachliches Spektrum ab, eine große Zahl an Modulen mit Wahlmöglichkeit erlaubt die individuelle Vertiefung Während der Praxisphasen erhältst du von uns Projekte und/oder Problemstellungen, die du selbstständig behandelst und natürlich mit Unterstützung löst Das Studium verbindet ein wissenschaftliches Hochschulstudium mit unternehmerischer P…",,Schulabsolvent als Dualer Student Künstliche Intelligenz & Data Science (m/w/d),full_time,,,
https://www.adzuna.de/land/ad/5537221928?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=982FFFC024900E5CB4F0C7CCE942036964D7CB23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNzIyMTkyOCIsInMiOiJCbmhVbm9iWjhCR0tKZjBGMExnWVJnIn0.Xk6QXAKpReh7B8dW-_DQtmA-31nR2qbbRt77arA0iTc,5537221928,2025-12-11T01:44:10Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Höchst'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Höchst, Frankfurt am Main'}","{'display_name': 'Syna GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",50.09957,"Hier bringst Du Deine Energie ein: In unserem internen Startup der Syna – Höchst Digital – entwickeln wir digitale Services, die echte Probleme lösen und den Kundensupport durch GenAI-basierte Workflows neu denken. Dabei experimentieren wir mit modernen Large Language Models, erstellen Prototypen und erforschen, wie GenAI unsere Produkte morgen prägen kann. Als Werkstudent (m/w/d) im Bereich Data Science & Generative AI unterstützt du uns dabei, neue AI-Konzepte zu entwickeln und innovative Pro…",8.54038,Werkstudent Data Science & Generative AI (m|w|d),full_time,,,
https://www.adzuna.de/land/ad/5525752028?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=46B0287DD2EA337E65D736002476006CC5EDD4FB,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQm5oVW5vYlo4QkdLSmYwRjBMZ1lSZyIsImkiOiI1NTI1NzUyMDI4In0.njrbE7vEPNqhNWEZt_pr8jiw-cRaCVrEWnj-UmYxRG4,5525752028,2025-12-03T15:44:12Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Niederrad'], 'display_name': 'Niederrad, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Goethe Universität Frankfurt'}",0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",50.0863,"Am Institut für Digitale Medizin und Klinische Datenwissenschaften, ist zum 01.03.2026 eine Position als Ärztin/Arzt (m/w/d) für die Forschung im Bereich Digitale Medizin und Data Sciences befristet bis zum 28.02.2029 zu besetzen. Die Eingruppierung erfolgt nach den Tätigkeitsmerkmalen des für die Goethe-Universität geltenden Tarifvertrags. Du möchtest Digitale Medizin und Data Science mitgestalten - ohne Klinikdienste? Das Institut für Digitale Medizin und Klinische Datenwissenschaften (IDMKD)…",8.63833,Ärztin/Arzt (m/w/d) für die Forschung im Bereich Digitale Medizin und Data Sciences,,,,
https://www.adzuna.de/land/ad/5536157056?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=03C1CE5A264A72678B26D67FB3446C0FFBBD32A8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQm5oVW5vYlo4QkdLSmYwRjBMZ1lSZyIsImkiOiI1NTM2MTU3MDU2In0.ascRP8f3w4UGqRriw_lvV6bwyXO9tNRNG0Gv9NUXgnk,5536157056,2025-12-10T16:39:31Z,Adzuna::API::Response::Job,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'display_name': 'Blue Yonder', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,"Overview The Data Science Consultant provides services that maximize the value of the customer’s business through data-driven insights and enhanced decision support. This role will be responsible for advising the customer and recommending software configuration alternatives and adapting the software that is configured to optimize the solution so that the customer may realize the maximum value from the software. Responsibilities: Perform data analysis to discover patterns, trends and anomalies i…",,Data Science Consultant,,,,
https://www.adzuna.de/land/ad/5507427333?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=77CA0C7FC07FA82D5E45CCB7DBBEBBD29C100550,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwNzQyNzMzMyIsInMiOiJCbmhVbm9iWjhCR0tKZjBGMExnWVJnIn0.ifhboGf4sdJWt5MmN4dA87hZpAZb-Wit7gKCvGM9gYw,5507427333,2025-11-21T13:27:25Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn', 'Gronau'], 'display_name': 'Gronau, Bonn', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'karriere tutor GmbH'}",0,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",50.71807,"Über unsGemeinsam. Digital. Erfolgreich. – das ist karriere tutor®Karriere tutor® ist der Spezialist für Online-Weiterbildung. Unser Ziel ist es, Menschen mit unseren Weiterbildungen beruflich erfolgreicher und glücklicher zu machen. Wir schaffen Chancen durch Bildung und öffnen unseren Kundinnen und Kunden neue Karrieretüren. Dabei holen wir die Menschen dort ab, wo sie stehen, legen mit ihnen gemeinsam den Weg fest, begleiten sie bis zum erfolgreichen Zertifikat und unterstützen sie bei der S…",7.12532,Dozent (w/m/d) für Data Science in Bonn,,,,
https://www.adzuna.de/land/ad/5522265656?se=BnhUnobZ8BGKJf0F0LgYRg&utm_medium=api&utm_source=a4bcf954&v=89ABBD7C9951FEAB2ADD38D2B9CB085E0EA88B6E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQm5oVW5vYlo4QkdLSmYwRjBMZ1lSZyIsImkiOiI1NTIyMjY1NjU2In0.cjIWsM0jpHR2IMBTzAw43XjAQU-Ka4gsIMqsAR_2DHI,5522265656,2025-12-01T20:02:59Z,Adzuna::API::Response::Job,"{'display_name': 'Erlangen, Bayern', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen']}","{'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",49.577521,"Ihr Arbeitsplatz Das Department Mathematik an der Naturwissenschaftlichen Fakultät der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) widmet sich der Forschung und Lehre in der gesamten Breite der mathematischen Disziplinen. Die Studiengänge Data Science, Mathematik, Technomathematik, Wirtschaftsmathematik und Computational and Applied Mathematics sind hier verankert. Ihre Aufgaben Sie sind zuständig für das organisatorische, fachliche und studiengangsspezifische Tagesgeschäft für die …",10.984506,Wissenschaftlicher Mitarbeiter - Mathematik & Data Science - Grundschullehramt (m/w/d),full_time,,,
