id,location,title,adref,category,latitude,__CLASS__,created,salary_is_predicted,description,company,longitude,redirect_url,contract_time,contract_type,salary_min,salary_max
5299022197,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Duales Studium Wirtschaftsinformatik - Data Science 2026,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTAyMjE5NyIsInMiOiJuRW1SbFlPTThCR0xiX0c5MkU0SXN3In0.pPjztUsjikIC1zjXj0asmIk4LE-27yEBLxqCaX9FWFM,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",49.18975,Adzuna::API::Response::Job,2025-07-12T06:09:52Z,0,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",9.2274,https://www.adzuna.de/land/ad/5299022197?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=6BDDC0F74D14C8171F1CEAE1263E5A17829486A3,,,,
5354046399,"{'area': ['Deutschland', 'Niedersachsen', 'Emden'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Emden, Niedersachsen'}",Professur (m/w/d) für Data Science und Programmierung,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM1NDA0NjM5OSIsInMiOiJuRW1SbFlPTThCR0xiX0c5MkU0SXN3In0.Gi-9vAu3-iJzKC0hTd0q6mmyCTinJn4bWoMnPYy-sdw,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",53.364317,Adzuna::API::Response::Job,2025-08-15T19:42:21Z,0,"Bodenständig, friesisch, authentisch – und in einer Spitzenposition, wenn es um zukunftsweisende Innovationen geht: Die Hochschule Emden/​Leer ist Impulsgeberin für die Region. An der Hochschule Emden/Leer, die sich als innovative, richtungs­weisende Zukunftshochschule versteht , ist im Fachbereich Technik in der Abteilung Elektrotechnik und Informatik am Campus Emden zum nächstmöglichen Zeitpunkt folgende Professur der BesGr. W 2 zu besetzen: Professur (m/w/d) für Data Science und Programmieru…","{'display_name': 'Hochschule Emden/Leer', '__CLASS__': 'Adzuna::API::Response::Company'}",7.197297,https://www.adzuna.de/land/ad/5354046399?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=AE461C6E3B6DD6FE9B7713E6D9303BDE921462E2,,,,
5299022067,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Duales Studium Data Science und KI - Smart Operations Management 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkVtUmxZT004QkdMYl9HOTJFNElzdyIsImkiOiI1Mjk5MDIyMDY3In0.6GU4owp7c3xC44YOt3hvGC9kCjTMeJUkagSb7THoIps,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",49.18975,Adzuna::API::Response::Job,2025-07-12T06:09:51Z,0,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",9.2274,https://www.adzuna.de/land/ad/5299022067?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=7D6C148ECCB66412882E934CDD5FEC06298D3555,,,,
5379827014,"{'display_name': 'Heidelberg, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heidelberg']}",Duales Studium Data Science und Künstliche Intelligenz (w/m/d) 2026,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM3OTgyNzAxNCIsInMiOiJuRW1SbFlPTThCR0xiX0c5MkU0SXN3In0.H_O8YswoHXGy80dL6RV1MPlmTXhAWlCQfZmywaTMB24,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",49.403755,Adzuna::API::Response::Job,2025-09-02T20:01:52Z,0,"Heidelberg Materials ist einer der weltweit größten integrierten Hersteller von Baustoffen und -lösungen mit führenden Marktpositionen bei Zement, Zuschlagstoffen und Transportbeton. Wir sind mit mehr als 51.000 Beschäftigten an fast 3.000 Standorten in über 50 Ländern vertreten. Im Mittelpunkt unseres Handelns steht die Verantwortung für die Umwelt. Als Vorreiter auf dem Weg zur CO2-Neutralität und Kreislaufwirtschaft in der Baustoffindustrie arbeiten wir an nachhaltigen Baustoffen und Lösunge…","{'display_name': 'Heidelberg Materials AG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.696891,https://www.adzuna.de/land/ad/5379827014?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=10946874F8E577608BE5CE26DA528449C62D2660,,,,
5373675725,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Landsberg am Lech (Kreis)', 'Landsberg am Lech'], 'display_name': 'Landsberg am Lech, Landsberg am Lech (Kreis)'}",Postdoktorand (w/m/d) im Bereich Data Science und KI befristet in Vollzeit,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM3MzY3NTcyNSIsInMiOiJuRW1SbFlPTThCR0xiX0c5MkU0SXN3In0._eOmIlclb-Zg-hUYVnLMrt_HOAEgazIGTHe8t6hggyM,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",48.04792,Adzuna::API::Response::Job,2025-08-29T19:56:31Z,0,"Die Technische Hochschule Augsburg ist mit 7.500 Studierenden und über 600 Mitarbeitenden in Lehre, Forschung und Verwaltung wichtiger wirtschaftlicher Motor und Innovationsschmiede für die Region. Gemeinsam gestalten wir die Welt – kreativ, sinnhaft und die Zukunft prägend. Die Technische Hochschule Augsburg sucht zum nächstmöglichen Zeitpunkt einen Postdoktoranden (w/m/d) im Bereich Data Science und KI befristet in Vollzeit in einem der folgenden Forschungsbereiche: GenAI (LLM/VLM/Diffusion m…","{'display_name': 'Technische Hochschule Augsburg', '__CLASS__': 'Adzuna::API::Response::Company'}",10.88248,https://www.adzuna.de/land/ad/5373675725?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=68ECC2FFE28D7E4DD477AF9EDDB75F6F08E5457F,,,,
5388408369,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Duales Studium Data Science (B.S.) 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkVtUmxZT004QkdMYl9HOTJFNElzdyIsImkiOiI1Mzg4NDA4MzY5In0.AlA3jUozWsZHhhLu-GqeRKiXUB1RBeHdvDOV3zYNlPs,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",51.226802,Adzuna::API::Response::Job,2025-09-07T20:04:07Z,0,"Aufgaben Bei PwC Deutschland arbeiten wir daran, entscheidende Herausforderungen zu lösen, nachhaltige Ergebnisse zu schaffen und das Vertrauen in die Wirtschaft und Gesellschaft auszubauen. Als Teil unserer Business Services Teams bist du der Treiber hinter unserem Versprechen: human-led und tech-powered. Unsere entscheidenden Bereiche sind Frontend- und Backend-Entwicklung, Datenanalyse, künstliche Intelligenz und die Entwicklung digitaler Lösungen zur Prozessoptimierung für interne und exter…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'PwC'}",6.808387,https://www.adzuna.de/land/ad/5388408369?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=AD4DC9B67BC2FB8FBB76459CD9046591DD70D322,,,,
5388408253,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg'}",DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkVtUmxZT004QkdMYl9HOTJFNElzdyIsImkiOiI1Mzg4NDA4MjUzIn0.94WN6rmxMamljONcnfMMoo35TUEwCUpYn3_1Ehy9Pd4,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",48.776198,Adzuna::API::Response::Job,2025-09-07T20:04:02Z,0,"WHAT DO YOU DO FOR A LIVING? Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir dir im Herzen Stuttgarts viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Für den Studienstart am 1. September 2026 suchen wir am Standort Stuttgart aufge­schlossene und moti­vierte Studierende. DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Aufgaben Drei Jahre bei der WGV studieren, dann hast du es geschafft und kannst d…","{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",9.187224,https://www.adzuna.de/land/ad/5388408253?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=4C50A23D27D85AFA929376921416CC4A93E6712D,,,,
5347995836,"{'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)'}",Duales Studium (DHBW) - Data Science und künstliche Intelligenz (m/w/d) 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkVtUmxZT004QkdMYl9HOTJFNElzdyIsImkiOiI1MzQ3OTk1ODM2In0.0NOcwhZhAyade7i34XTRAc13ibbJjVTdi9X-mRyt2kQ,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",49.56892,Adzuna::API::Response::Job,2025-08-11T19:43:20Z,0,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Im Überblick:…","{'display_name': 'Schaeffler Technologies AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",10.88109,https://www.adzuna.de/land/ad/5347995836?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=BC2BA1FF821085C8D5A75E3DA7B6E6515733FE89,,,,
5374869801,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen'}",Praxissemester / Abschlussarbeit - Supply Chain & Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibkVtUmxZT004QkdMYl9HOTJFNElzdyIsImkiOiI1Mzc0ODY5ODAxIn0.eRRIbla5uO3HRyDtAOM9vidl_0b0LkQtGh82rfmZ1_8,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",50.940164,Adzuna::API::Response::Job,2025-08-30T08:03:27Z,0,"Die igus GmbH ist ein inhabergeführtes Unternehmen mit Hauptsitz im Großraum Köln. Als „Hidden Champion“ sind wir ein internationaler agierender Hersteller von technischen Produkten aus Hochleistungskunststoffen. Unsere Produkte sind vielseitig und lassen sich in über 50 verschiedenen Branchen wiederfinden, darunter in der Automobilindustrie, der Raumfahrt oder im 3D-Druck. Die Kommunikation zwischen unseren weltweit über 4.600 Mitarbeiter:innen ist persönlich und unkompliziert, denn alle sind …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'igus® GmbH'}",6.969972,https://www.adzuna.de/land/ad/5374869801?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=226D07967C3F6D0F21565F5AC6C135CF115479FD,,,,
5326787797,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Thüringen', 'Jena'], 'display_name': 'Jena, Thüringen'}","Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyNjc4Nzc5NyIsInMiOiJuRW1SbFlPTThCR0xiX0c5MkU0SXN3In0.719hRSs7McjluFvE8ShB1zfC9eM_lFScbmT33bz9_tM,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",50.923007,Adzuna::API::Response::Job,2025-07-29T18:50:46Z,0,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",11.589469,https://www.adzuna.de/land/ad/5326787797?se=nEmRlYOM8BGLb_G92E4Isw&utm_medium=api&utm_source=a4bcf954&v=B04963BA300E5315ACA4A02B552529B7E046D96B,,,,
