created,description,adref,company,salary_is_predicted,redirect_url,__CLASS__,latitude,title,location,category,longitude,id,contract_time,salary_max,salary_min,contract_type
2026-01-12T02:26:42Z,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4MDA2NDY4OSIsInMiOiJ2T0w1OW9mNjhCR1FYNGxlOFNPekZBIn0.TZvatYgh2PB-mOwNM9WxzO9SmKZClT9_IItpXeMQEk0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",0,https://www.adzuna.de/land/ad/5580064689?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=CE15D5B1CD55E6EF31FA4DA539B67AB836DBE9F1,Adzuna::API::Response::Job,49.18975,Duales Studium Wirtschaftsinformatik - Data Science 2026,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.2274,5580064689,,,,
2026-01-12T02:26:24Z,"Die ALH Gruppe zählt zu den bedeutenden Versicherungs- und Finanzdienst­leistungsunternehmen in Deutschland. Rund 3.000 Mitarbeiterinnen und Mitarbeiter bilden das Fundament für unseren Erfolg und sorgen täglich für erstklassigen Service, individuelle Beratung und die langfristige Zufriedenheit unserer Kunden. Aufgaben Innovative Technologien vorantreiben und betriebswirtschaftliche Zusammenhänge optimieren – als Absolvent (m/w/d) des Studiengangs Wirtschaftsinformatik (B.Sc.) weißt du wie´s ge…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9MNTlvZjY4QkdRWDRsZThTT3pGQSIsImkiOiI1NTgwMDY0MzU0In0.da2hb3reGOPnFlh1VOkYETIgYHhemH6EPoM1JuuR8X8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ALH Gruppe'}",0,https://www.adzuna.de/land/ad/5580064354?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=2EEDF1EF612B34EC59922B39CE575F6368D2E183,Adzuna::API::Response::Job,48.776198,Duales Studium Wirtschaftsinformatik – Data Science (B.Sc.),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.187224,5580064354,,,,
2026-01-18T14:30:08Z,Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MDM4NDczMyIsInMiOiJ2T0w1OW9mNjhCR1FYNGxlOFNPekZBIn0.5NAFvzgJ109Z9CiPRV-7EHrHXr1WFHgaNOOi6raNxRg,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5590384733?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=BB106DEC81D27587501E4178F426681058E6AF00,Adzuna::API::Response::Job,49.001249,Duales Studium Data Science & Künstliche Intelligenz B.Sc.,"{'display_name': 'Karlsruhe, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.412378,5590384733,,,,
2026-01-21T14:32:59Z,"Als Student arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst ideale Voraussetzungen für Deine spätere Karriere. Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitar…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9MNTlvZjY4QkdRWDRsZThTT3pGQSIsImkiOiI1NTkzOTI0MjU2In0.zWGpV4NwLtZrcXzalBtOpN8Q91MUrbqDj0KodG5VJ5Y,"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5593924256?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=AAAC87DA5767C2B47EED19529F9FB1A6A76C7DE8,Adzuna::API::Response::Job,48.78408,Abschlussarbeit Data Science / Mechanikdesign (m/w/x),"{'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",10.10558,5593924256,,,,
2026-01-18T14:30:01Z,"Duales Studium Wirtschaftsinformatik-Data Science, Studienbeginn 2026 (m/w/d) Trelleborg is a world leader in engineered polymer solutions for almost every industry on the planet. And we are where we are because our talents brought us here. By specializing in the polymer engineering that makes innovation and application possible, Trelleborg works closely with leading industry brands to accelerate their performance, drive their business forward—and along the way, shape the industry and progress …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9MNTlvZjY4QkdRWDRsZThTT3pGQSIsImkiOiI1NTkwMzg0NTM1In0._RMWvVROY6i_Xbihna18NeQgTvTeH7J81uBl29Fr1Kg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Trelleborg Sealing Solutions Germany GmbH'}",0,https://www.adzuna.de/land/ad/5590384535?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=7FC70AD183E4145B0A9E7DEE1D66BC6D9B1563C5,Adzuna::API::Response::Job,48.776198,"Duales Studium Wirtschaftsinformatik-Data Science, Studienbeginn 2026 (m/w/d)","{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",9.187224,5590384535,,,,
2026-01-07T02:24:01Z,"Die ITSCare mit Sitz in Frankfurt a.M. und zentralem Unternehmensstandort in Stuttgart ist 100% Tochter von drei AOKs. Als Dienstleister sind wir mit ca. 700 qualifizierten Mitarbeitenden verantwortlich für die Verarbeitung und Speicherung der Sozialdaten von ca. 7,5 Millionen Versicherten. Als Spezialist für Netzwerke, Hardware, Software, Telekommunikation und Rechenzentrumsbetrieb stehen wir für Leistungen und Services von höchster Güte. Du möchtest an der Weiterentwicklung eines kompetenten …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9MNTlvZjY4QkdRWDRsZThTT3pGQSIsImkiOiI1NTcwODAxNjgzIn0.fGHEX0cwzISTYl0_7hDOdrJHnHpmzzd0gdK3aX8UvUg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ITSCare-IT-Services für den Gesundheitsmarkt GbR'}",0,https://www.adzuna.de/land/ad/5570801683?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=C225A1F96111EBD582F9F60814ADDFED0300EA96,Adzuna::API::Response::Job,48.776198,Duales Studium Wirtschaftsinformatik - Data Science (B.Sc.) (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.187224,5570801683,,,,
2026-01-25T14:44:44Z,"Wegweisende Ideen, höchste Qualitätsansprüche, maximaler Kundennutzen: Rund um den Globus setzen wir mit über 4.700 Mitarbeiterinnen und Mitarbeitern Maßstäbe. Unser Handeln wird weltweit bestimmt von unserem Leitbild und unseren Werten – innovativ, eigenverantwortlich und seriös. Kern unseres fischerProzessSystems (fPS) ist es, in allen Unternehmensbereichen Prozesse ständig weiter zu verbessern, diese an den Bedürfnissen unserer Kunden auszurichten, Verschwendung zu vermeiden und wertschöpfen…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9MNTlvZjY4QkdRWDRsZThTT3pGQSIsImkiOiI1NjAwMDY5MjAwIn0.gZD1YaxQZ5W5WS1HaM2zwKu21i4YfO1cConJHbz2Q7o,"{'display_name': 'fischerwerke GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5600069200?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=005442C438C4F2C8F6BEA4DA64C363D28A97D8B0,Adzuna::API::Response::Job,,Duales Studium Data Science und Künstliche Intelligenz (B.Sc.) – Start Herbst 2026,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",,5600069200,,,,
2026-01-12T02:26:08Z,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4MDA2Mzg3MCIsInMiOiJ2T0w1OW9mNjhCR1FYNGxlOFNPekZBIn0.Xu4firQi6E5l21Vgglsqp93PUg227y0TxBMaBYNqwOY,"{'display_name': 'HENSOLDT', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5580063870?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=A75A69E40CE700A321A509006160716F89F15B61,Adzuna::API::Response::Job,,"Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Start 2026","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,5580063870,,,,
2026-01-24T14:34:57Z,"Die S-Management Services GmbH ist ein Unternehmen der Sparkassen-Finanzgruppe und Partner für Business-Lösungen im Firmenkunden- und Immobiliengeschäft sowie im Formular- und Nachhaltigkeitsmanagement. Ihre Expertise ist es, Lösungen vom Konzept bis zur Umsetzung zu gestalten und in bestehende Business-Prozesse und IT-Landschaften sinnvoll zu integrieren. Mit Kopf, Herz und Hand ist die S-Management Services der BusinessMöglichMacher in der DSV-Gruppe, dem zentralen Dienstleister der Sparkasse…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5ODczMzMyMiIsInMiOiJ2T0w1OW9mNjhCR1FYNGxlOFNPekZBIn0.fxIFE3KuRgcSRakFqu_mIAiJlCWLftpMpDMaJrNHJNU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'S-Management Services GmbH - Ein Unternehmen der DSV-Gruppe'}",0,https://www.adzuna.de/land/ad/5598733322?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=FE6449DFBF746A531E967D969B70398A3696C013,Adzuna::API::Response::Job,48.776198,IT-Architekt mit Schwerpunkt Data Science (m/w/d),"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",9.187224,5598733322,,,,
2026-01-07T02:23:38Z,"WHAT DO YOU DO FOR A LIVING? Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir dir im Herzen Stuttgarts viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Für den Studienstart am 1. September 2026 suchen wir am Standort Stuttgart aufge­schlossene und moti­vierte Studierende. DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Aufgaben Drei Jahre bei der WGV studieren, dann hast du es geschafft und kannst d…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3MDc5ODUxNiIsInMiOiJ2T0w1OW9mNjhCR1FYNGxlOFNPekZBIn0.3HFndf07ZiBD0KcGteupmwN3Py43kp4npGJULA-XXDY,"{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5570798516?se=vOL59of68BGQX4le8SOzFA&utm_medium=api&utm_source=a4bcf954&v=03D91ADE3C0AEC40AE2A5BC6D19095317BA0BB69,Adzuna::API::Response::Job,48.776198,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,"{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",9.187224,5570798516,,,,
