salary_is_predicted,adref,title,id,redirect_url,category,created,location,company,__CLASS__,description,longitude,latitude,contract_time,contract_type,salary_min,salary_max
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MjU1MTYyNTUyIn0.Wniqhe2UvsJWKDPbrmzTxzEDvGgOawPcd16mYxXwWAs,Professur (FH) für Data Science mit Option Studiengangsleitung (w/m/d),5255162552,https://www.adzuna.de/land/ad/5255162552?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=8999EFBCA7563AEC600A8674A82FA90785DC87B3,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",2025-06-17T20:17:23Z,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Fachhochschule Kufstein Tirol Bildungs GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"Die Fachhochschule Kufstein Tirol ist international mehrfach ausgezeichnet und laut dem Wirtschaftsmagazin trend im Tirol-Ranking 2022 auf Platz 1 der besten Arbeitgeber:innen. Wir sind eine sich stetig weiterentwickelnde Wissensorganisation. Als Arbeitgeberin bieten wir vielseitige, interessante Aufgaben, ein leistungsförderndes und familienfreundliches Umfeld mit flexiblen Arbeitsbedingungen in einer partnerschaftlich geprägten Kultur. Die FH verfügt bei 2200 Studierenden und 10000 Absolvent:…",,,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MjU1ODM0NzUyIn0.M6f8LGt82d-IKu-ZwJJQybITNzHFXCmNntwfyMFlmjE,Entwicklungsingenieur (m/w/d) im Bereich Messtechnik / Data Science,5255834752,https://www.adzuna.de/land/ad/5255834752?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=94B66F8BF6E0C83268B3098E5D148F361A572815,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'engineering-jobs', 'label': 'Technikerstellen'}",2025-06-18T08:09:16Z,"{'area': ['Deutschland', 'Sachsen', 'Dresden'], 'display_name': 'Dresden, Sachsen', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HIGHVOLT Prüftechnik Dresden GmbH'}",Adzuna::API::Response::Job,"Für den Weltmarkt projektieren und fertigen wir Hochspannungs- und Hochstromprüfsysteme zur Prüfung von Energiekabeln, Hochspannungstransformatoren und weiteren Geräten der elektrischen Energieübertragung. Mit unseren innovativen Produkten und digitalen Lösungen unterstützen wir den Netzausbau für eine nachhaltige Energieversorgung. Wir eröffnen Ihnen als Unternehmen in der REINHAUSEN Gruppe vielfältige Möglichkeiten in einer zukunftsorientierten Branche. HIGHVOLT - where Power meets Passion. F…",13.756452,51.052725,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE1NzY1NyIsInMiOiJtUEhCSmpaTThCR0JKcWhkbVY3bjVnIn0.FiDkaya12k80lGDqlNLCO1eKYzNvfvOnV-f-gZGYz40,"Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",5255157657,https://www.adzuna.de/land/ad/5255157657?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=8B7522BAAFFC072ED980160B1A956D88C8C2EE3C,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",2025-06-17T20:17:09Z,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",Adzuna::API::Response::Job,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",10.10558,48.78408,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0MDg5MDk4NiIsInMiOiJtUEhCSmpaTThCR0JKcWhkbVY3bjVnIn0.m2HeLAkm_Mvdl2TB_Xdv8W9TNNkGz8mo5P2uppK-oEY,Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science,5240890986,https://www.adzuna.de/land/ad/5240890986?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=C0F8D1DED804AD09C017986B74D27460ED794985,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",2025-06-09T08:06:40Z,"{'display_name': 'Salzgitter, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bosch Gruppe'}",Adzuna::API::Response::Job,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch. Die Robert Bosch Elektronik GmbH freut sich auf Ihre Bewerbung! Anstellungsart: Befristet Arbeitszeit: Vollzeit Arbeitsort: Salzgitter Aufgaben Wir suchen eine engagierte Persönlichkeit, die Teil unseres Projektt…",10.373516,52.120502,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MTk2NTk5MDcxIn0.SF8cYY6naq6SbUvStE_LZnuzMZifldg-mgc2uV2Xl2s,Praktikum Data Science,5196599071,https://www.adzuna.de/land/ad/5196599071?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=B05D2F43BE90D34C617E73D32CA793E4E1837E9E,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",2025-05-13T19:32:53Z,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",9.2274,49.18975,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MjU1MzIzNjEzIn0.0om2J7Jr8t733QDM3PfqaMfeVuNNskps2qR7jW2Ryso,Praktikant*in Data Analytics/Data Science (Pflicht-Praktikum),5255323613,https://www.adzuna.de/land/ad/5255323613?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=683C13E38318D7BFC69E9C3D0250945735BAC3A0,"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",2025-06-17T20:33:47Z,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg'}","{'display_name': 'Mercedes-Benz Group AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",9.187224,48.776198,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MjIxMTkxMjA3In0.aOBaYCt14jg-5DOEBwsCFleshFYXNwE4cVy01fzdJ78,Data Science Lead - Price,5221191207,https://www.adzuna.de/land/ad/5221191207?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=98645105F045E80C016B917754C84A02C09FDF07,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",2025-05-29T07:53:45Z,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'trivago N.V.'}",Adzuna::API::Response::Job,"When travelers are searching for a hotel, we want the obvious choice to be trivago! Our leading metasearch engine is super fast and constantly optimized – enabling millions of travelers to compare hotel prices from hundreds of booking sites and find great deals in just a few clicks. We use cutting-edge technology, real-time auction, and machine learning techniques with petabytes of data to create an experience – time and money saved! In the lively city of Düsseldorf, we seize opportunities to l…",6.808387,51.226802,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MjU1MTc2OTAxIn0.diUfiGCnrWkq2tBCawRLTECTfnzVJVHXHEJbgBEWC5g,Werkstudent Data Science im Bereich Fahrzeugdiagnose (m/w/d),5255176901,https://www.adzuna.de/land/ad/5255176901?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=04DB68A1074178292A3B1B98FFAA9D2491BABE66,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",2025-06-17T20:18:01Z,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ulm, Baden-Württemberg'}","{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",9.856945,48.383137,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE2NTkyOSIsInMiOiJtUEhCSmpaTThCR0JKcWhkbVY3bjVnIn0.iHlVulBEY3uB4JCN6HMxvpjs6wXlIDIDT5wphJ4L_JE,"Duales Studium Wirtschaftsinformatik/Data Science (B.Sc.), Stuttgart 2026 (w/m/d)",5255165929,https://www.adzuna.de/land/ad/5255165929?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=7FB9DB8FF1444E8A1FCE53928BE7AF3A84FE5ADF,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-06-17T20:17:32Z,"{'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Esslingen am Neckar'], 'display_name': 'Esslingen am Neckar, Esslingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Mercedes-Benz Group AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",9.315933,48.745846,,,,
0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibVBIQkpqWk04QkdCSnFoZG1WN241ZyIsImkiOiI1MjEzODYwMDI4In0.WCuF3m2QCI1Ko_4QfS38ziWySWdmeSwUJshWDAIVvhA,Praktikant*in Data Analytics/Data Science,5213860028,https://www.adzuna.de/land/ad/5213860028?se=mPHBJjZM8BGBJqhdmV7n5g&utm_medium=api&utm_source=a4bcf954&v=A0B67FD174DDEF1EC2CC55A4AC0CAEF7F84AC25F,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-05-24T07:39:49Z,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Sindelfingen, Böblingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen']}","{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",9.026231,48.720071,,,,
