redirect_url,salary_is_predicted,created,category,title,location,id,description,__CLASS__,company,latitude,longitude,adref,contract_time,salary_max,salary_min,contract_type
https://www.adzuna.de/land/ad/5704542694?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=07A39DE0A1C2F32A0DC4B8EC9668F509D901E418,0,2026-04-19T16:49:29Z,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",5704542694,DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Bereit für ein echt spannendes und abwechslungsreiches Studium? Wir machen dich fit für deine Zukunft in einer modernen Versicherung. Für den Studienstart am 01.09.2026 in Stuttgart suchen wir aufgeschlossene und motivierte Studierende. Aufgaben Drei Jahre…,Adzuna::API::Response::Job,"{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",48.776198,9.187224,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDU0MjY5NCIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.8RrG11R9qQtw-KJi6Tke2W2UoAsx4Tw0r6ol1vwb4EA,,,,
https://www.adzuna.de/land/ad/5705706881?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=A5C2CF267DE66012517AA7F8757752842268C66E,0,2026-04-21T04:33:20Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Abschlussarbeit Data Science / Mechanikdesign (m/w/x),"{'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5705706881,"Als Student arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst ideale Voraussetzungen für Deine spätere Karriere. Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitar…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",48.78408,10.10558,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTcwNjg4MSIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.qflksNFfApU8MYEGV2z6x7pJGq2dxcJaHxzjuWYPzY8,,,,
https://www.adzuna.de/land/ad/5705275387?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=325D1F1004D730DFC2A585E60FAB3CC8AC099BE7,0,2026-04-20T16:33:07Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Duales Studium: Bachelor of Science Wirtschaftsinformatik - Künstliche Intelligenz & Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Paderborn, Paderborn (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)', 'Paderborn']}",5705275387,"Wir suchen dich ! Bewirb dich jetzt für ein Duales Studium bei Westfalen Weser. ‍ Du willst die Energiewende zu deinem Job machen? Dann komm in unser Team und leiste mit uns jeden Tag einen echten Beitrag zum Klimaschutz! Und das nicht irgendwo, sondern direkt vor deiner Haustür. Wir sind nicht nur verlässlicher Betreiber von Verteilnetzen für Strom, Gas und Wasser, sondern auch Wegbegleiter von Menschen, Unternehmen und Kommunen auf dem Weg zur Klimaneutralität in unserer Region. Innovatives D…",Adzuna::API::Response::Job,"{'display_name': 'Westfalen Weser', '__CLASS__': 'Adzuna::API::Response::Company'}",51.737096,8.753842,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTI3NTM4NyIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.V6Y3e2ivq6o1udromwa0fzKe-gquRQ8CvInb6spppfw,,,,
https://www.adzuna.de/land/ad/5711070304?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=DDAFD68DAF8F17B3753682673E28D3B0859BD4AF,0,2026-04-26T16:38:19Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium – Data Science und Künstliche Intelligenz (m/w/d) 2026,"{'display_name': 'Bad Homburg, Hochtaunuskreis', 'area': ['Deutschland', 'Hessen', 'Hochtaunuskreis', 'Bad Homburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",5711070304,"Fresenius – Committed to life! Wir retten und verbessern Menschenleben mit erschwinglichen, zugänglichen und innovativen Gesundheitsprodukten und höchster Qualität in der klinischen Versorgung. Fresenius besteht aus den operativen Unternehmensbereichen Fresenius Kabi und Fresenius Helios. Fresenius Helios ist mit 140 Krankenhäusern und zahlreichen ambulanten Einrichtungen der führende private Krankenhausbetreiber in Deutschland und Spanien und behandelt jährlich rund 26 Millionen Patienten. Das…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fresenius Kabi Deutschland GmbH'}",50.228422,8.632526,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU1BORlp4bEM4Ukc1NTlDTjk1dngydyIsImkiOiI1NzExMDcwMzA0In0.YZxPkjvxnDUhfpMgBv3GFgir5A_gIwyjFPM7Q8T0pMg,,,,
https://www.adzuna.de/land/ad/5686725520?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=5214F60BA29B8358C0343E25F6FC201B4BFFB255,0,2026-04-02T04:21:00Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Duales Studium zum Bachelor of Science – Data Science & Künstliche Intelligenz 2027 (m/w/d),"{'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], 'display_name': 'Offenburg, Ortenaukreis', '__CLASS__': 'Adzuna::API::Response::Location'}",5686725520,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",Adzuna::API::Response::Job,"{'display_name': 'Markant Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",48.42392,7.94837,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU1BORlp4bEM4Ukc1NTlDTjk1dngydyIsImkiOiI1Njg2NzI1NTIwIn0.sM87AnIiNFD0ZA1s8v8rOvcopYrB-pyUGQTRGM4gAuk,,,,
https://www.adzuna.de/land/ad/5705707785?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=DF50757A50A810B9FAA64388CF3C6F1699593A18,0,2026-04-21T04:33:26Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Duales Studium Bachelor of Science (B.Sc.) Data Science und Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Obertshausen, Offenbach (Kreis)', 'area': ['Deutschland', 'Hessen', 'Offenbach (Kreis)', 'Obertshausen']}",5705707785,"Wir sind MAINGAU – ein ambitioniertes Energie- und Techunternehmen mit klarem Fokus auf technologiegetriebene Lösungen für die Energiewelt von morgen. Mehr als 1.000.000 Kundenbeziehungen europaweit und ein Umsatz von 1,3 Milliarden Euro in 2024 machen uns zu einem der am schnellsten wachsenden Energieunternehmen Deutschlands. Neben dem Strom- und Gasvertrieb bieten wir vielfältige Produkte in den Bereichen E-Mobilität, Internet und Mobilfunk und betreiben einen Onlineshop. An unserem Standort …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MAINGAU Energie GmbH'}",50.08229,8.86518,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTcwNzc4NSIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.4G4_jWKOyuovHq9yMANutpn0L9-R-0s5X4dwLtjseRE,,,,
https://www.adzuna.de/land/ad/5688174053?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=DEBD320A4512BF84D46B780621CED64AA0A9A44F,0,2026-04-03T04:23:53Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",HR Controller (m/w/d) mit Schwerpunkt Data Science,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",5688174053,"Unsere Unternehmenszentrale in Burgwedel bei Hannover – Hier arbeiten rund 3.000 Mitarbeitende mit vollem Einsatz daran, die Zukunft von ROSSMANN zu gestalten. Heute wissen, was uns morgen verbindet! Unser Human Resources Fachbereich besteht aus engagierten Bereichen mit vielen fantastischen Expertenteams und zählt über 300 Mitarbeitende: Ob HR Management, HR Service, Learning & Development, Talent Acquisition & Employer Branding, HR Start Up oder HR Tech, Analytics & Projects – alle Teams arbe…",Adzuna::API::Response::Job,"{'display_name': 'Dirk Rossmann GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODE3NDA1MyIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.o6P7Gp_bDHP0vgUPdttQWuvj9LkzR5-17sXC9PEUn90,,,,
https://www.adzuna.de/land/ad/5704543552?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=2FDE14C4767923D537FFC04BF15C5F9E9229E708,0,2026-04-19T16:49:38Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Wissenschaftsmanager/ -in zur Administration des Heilbronn Data Science Center (m/w/d) - CIT2026-14,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], 'display_name': 'Heilbronn, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5704543552,"Die TUM School of Computation, Information and Technology (CIT) sucht für das mit der TUM School of Management (MGT) gemeinschaftlich aufzubauende Heilbronn Data Science Center (HDSC) des TUM Campus Heilbronn zum nächstmöglichen Zeitpunkt, in Vollzeit, unbefristet eine/ einen Wissenschaftsmanager/ -in zur Administration des Heilbronn Data Science Center (m⁠/⁠w⁠/⁠d) (CIT2026-14) Über uns Die Technische Universität München zählt zu den besten Universitäten Europas und ist eine der drei ersten Exz…",Adzuna::API::Response::Job,"{'display_name': 'Technische Universität München', '__CLASS__': 'Adzuna::API::Response::Company'}",49.142335,9.209895,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDU0MzU1MiIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.wrOP4XOhHa6-2ofDBucjpWtUK6HM6KGu3RbImz5lygc,,,,
https://www.adzuna.de/land/ad/5676553840?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=FB102C31A21812BD560A0E435BBC783F4DA54E88,0,2026-03-24T05:57:12Z,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum (m|w|d) im Bereich Data Science & Process Improvement,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Crailsheim, Schwäbisch Hall (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Schwäbisch Hall (Kreis)', 'Crailsheim']}",5676553840,"Über die Voith Group Die Voith Group ist ein weltweit agierender Technologiekonzern. Mit seinem breiten Portfolio aus Anlagen, Produkten, Serviceleistungen und digitalen Anwendungen setzt Voith Maßstäbe in den Märkten Energie, Papier, Rohstoffe und Transport & Automotive. Gegründet 1867 ist Voith heute mit rund 22.000 Mitarbeiterinnen und Mitarbeitern, 5,2 Milliarden Euro Umsatz und Standorten in über 60 Ländern der Welt eines der großen Familienunternehmen Europas . Unterstütze die Voith Group…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Voith SE & Co. KG'}",49.13436,10.07197,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU1BORlp4bEM4Ukc1NTlDTjk1dngydyIsImkiOiI1Njc2NTUzODQwIn0.pT4CHf870pLdikW-GhhJgKoys9kkuqt_uZKn3_ScOig,full_time,,,
https://www.adzuna.de/land/ad/5702369175?se=SPNFZxlC8RG559CN95vx2w&utm_medium=api&utm_source=a4bcf954&v=3D597232FC86C061AAD85183B41F5B1CD290E2E9,0,2026-04-17T10:33:16Z,"{'label': 'Stellen aus Gastronomie & Catering', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'hospitality-catering-jobs'}",B. Sc. Wirtschaftsinformatik - KI & Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)', 'Paderborn'], 'display_name': 'Paderborn, Paderborn (Kreis)'}",5702369175,"Wir suchen dich!  Bewirb dich jetzt für ein Duales Studium bei Westfalen Weser. ‍✍ Um weitere Infos zur Vergütung, den Benefits, deinen Aufgaben, dem Profil, zu erhalten, klicke ""Mehr lesen"" ⬇️ Starte noch in 2026 dein duales Studium mit uns!  Unser Angebot Du machst mit uns ein überdurchschnittlich gutes duales Studium:  Zertifiziert durch das Ausbildungssiegel ""BEST PLACE TO LEARN""  Moderner Studiengang in der IT  Praxis im Team Daten- und Prozessmanagement Deine Benefits:  faire Vergütung  M…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Westfalen Weser Netz GmbH Ausbildungsstellen'}",51.737096,8.753842,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjM2OTE3NSIsInMiOiJTUE5GWnhsQzhSRzU1OUNOOTV2eDJ3In0.5EuIDHhI4RcpAEUayMhW1J2F984d4TF1gLNQp9j-I14,full_time,,,
