salary_is_predicted,category,latitude,location,id,longitude,redirect_url,adref,__CLASS__,description,company,title,created,contract_time,salary_max,contract_type,salary_min
0,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",49.18975,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",5580064689,9.2274,https://www.adzuna.de/land/ad/5580064689?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=CE15D5B1CD55E6EF31FA4DA539B67AB836DBE9F1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0xkMmxJZnY4Qkc0Y0otQkdrWVBTZyIsImkiOiI1NTgwMDY0Njg5In0.Q52eMh2rafvNXFlbV1f92SqqdNbw_i-9ajJf6_SkvXg,Adzuna::API::Response::Job,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",Duales Studium Wirtschaftsinformatik - Data Science 2026,2026-01-12T02:26:42Z,,,,
0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",48.776198,"{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}",5580064354,9.187224,https://www.adzuna.de/land/ad/5580064354?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=2EEDF1EF612B34EC59922B39CE575F6368D2E183,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0xkMmxJZnY4Qkc0Y0otQkdrWVBTZyIsImkiOiI1NTgwMDY0MzU0In0.UiFsBaA4V43KIZkuuwIShYu5sw9hXb6j8UE_r1mJnMQ,Adzuna::API::Response::Job,"Die ALH Gruppe zählt zu den bedeutenden Versicherungs- und Finanzdienst­leistungsunternehmen in Deutschland. Rund 3.000 Mitarbeiterinnen und Mitarbeiter bilden das Fundament für unseren Erfolg und sorgen täglich für erstklassigen Service, individuelle Beratung und die langfristige Zufriedenheit unserer Kunden. Aufgaben Innovative Technologien vorantreiben und betriebswirtschaftliche Zusammenhänge optimieren – als Absolvent (m/w/d) des Studiengangs Wirtschaftsinformatik (B.Sc.) weißt du wie´s ge…","{'display_name': 'ALH Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Wirtschaftsinformatik – Data Science (B.Sc.),2026-01-12T02:26:24Z,,,,
0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",49.001249,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5547014836,8.412378,https://www.adzuna.de/land/ad/5547014836?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=9A40BB6289DF563EBCA1961334F112E532AFA62C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0xkMmxJZnY4Qkc0Y0otQkdrWVBTZyIsImkiOiI1NTQ3MDE0ODM2In0.Nmip71sid7gxTCCf0w2pKT0scsDHObSbbjDMeRyhPTI,Adzuna::API::Response::Job,Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,2025-12-18T13:41:15Z,,,,
0,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",49.142335,"{'display_name': 'Heilbronn, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], '__CLASS__': 'Adzuna::API::Response::Location'}",5579334358,9.209895,https://www.adzuna.de/land/ad/5579334358?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=FBA111A2E6B0AF0240C70668A79D6A338CFED320,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3OTMzNDM1OCIsInMiOiJPTGQybElmdjhCRzRjSi1CR2tZUFNnIn0.qHItwdPGERJ9ZuCTG7bxpcQfaVeUyVeq3FkvjsO_5zY,Adzuna::API::Response::Job,"Mit über 80 Jahren Erfahrung in der Aus- und Weiterbildung bieten wir ein umfangreiches Dienstleistungsportfolio: von der Ausbildung über Studienmöglichkeiten, unterschiedlichste Qualifizierungsmaßnahmen bis hin zu zertifizierten Umschulungen. Durch eine einzigartige Kombination aus Theorie und Praxis formen wir die Zukunft. Weil wir Technologie lieben. LÄPPLE AUS- und WEITERBILDUNG sucht dich für den Standort Heilbronn für die Position DHBW-Student - Data Science & KI Heilbronn • Vollzeit • be…","{'display_name': 'Läpple Ausbildungs GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",DHBW-Student - Data Science & KI,2026-01-11T14:26:45Z,,,,
0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",48.776198,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}",5570801683,9.187224,https://www.adzuna.de/land/ad/5570801683?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=C225A1F96111EBD582F9F60814ADDFED0300EA96,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3MDgwMTY4MyIsInMiOiJPTGQybElmdjhCRzRjSi1CR2tZUFNnIn0.TWu6Jo5jzPDcnnVpDITLfdeJMzecQ2-10xsVd-fwHg8,Adzuna::API::Response::Job,"Die ITSCare mit Sitz in Frankfurt a.M. und zentralem Unternehmensstandort in Stuttgart ist 100% Tochter von drei AOKs. Als Dienstleister sind wir mit ca. 700 qualifizierten Mitarbeitenden verantwortlich für die Verarbeitung und Speicherung der Sozialdaten von ca. 7,5 Millionen Versicherten. Als Spezialist für Netzwerke, Hardware, Software, Telekommunikation und Rechenzentrumsbetrieb stehen wir für Leistungen und Services von höchster Güte. Du möchtest an der Weiterentwicklung eines kompetenten …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ITSCare-IT-Services für den Gesundheitsmarkt GbR'}",Duales Studium Wirtschaftsinformatik - Data Science (B.Sc.) (m/w/d),2026-01-07T02:24:01Z,,,,
0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5580063870,,https://www.adzuna.de/land/ad/5580063870?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=A75A69E40CE700A321A509006160716F89F15B61,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0xkMmxJZnY4Qkc0Y0otQkdrWVBTZyIsImkiOiI1NTgwMDYzODcwIn0.MEvr26h2UT96RGWRJUXKOi_iMuqePWyMsjB5yZReRoU,Adzuna::API::Response::Job,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HENSOLDT'}","Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Start 2026",2026-01-12T02:26:08Z,,,,
0,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",48.776198,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}",5570798516,9.187224,https://www.adzuna.de/land/ad/5570798516?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=03D91ADE3C0AEC40AE2A5BC6D19095317BA0BB69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3MDc5ODUxNiIsInMiOiJPTGQybElmdjhCRzRjSi1CR2tZUFNnIn0.fpEz-DutuXmOOiSZEEfWs59R7War9xAkR1RXzmVpQKc,Adzuna::API::Response::Job,"WHAT DO YOU DO FOR A LIVING? Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir dir im Herzen Stuttgarts viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Für den Studienstart am 1. September 2026 suchen wir am Standort Stuttgart aufge­schlossene und moti­vierte Studierende. DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Aufgaben Drei Jahre bei der WGV studieren, dann hast du es geschafft und kannst d…","{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,2026-01-07T02:23:38Z,,,,
0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",53.550256,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Wilhelmshaven'], 'display_name': 'Wilhelmshaven, Niedersachsen'}",5567962213,8.087806,https://www.adzuna.de/land/ad/5567962213?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=97E0A047CED281CBC0C0CADF4C26D73DE8E6FB28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0xkMmxJZnY4Qkc0Y0otQkdrWVBTZyIsImkiOiI1NTY3OTYyMjEzIn0.dOqmJF3QgSu1UrYQn4LFpqCbpTAl389QqyvfdPgS_tU,Adzuna::API::Response::Job,"An der Jade Hochschule in Wilhelmshaven, Oldenburg und Elsfleth studieren rund 6.500 Menschen mit mehr als 200 Professorinnen und Professoren. Lehre und Forschung zeichnen sich durch innovative Ansätze, kooperative Zusammenarbeit und eine zugewandte Haltung aus. In allen Bereichen fördert die Hochschule Kompetenz und Vielfalt. Die Jade Hochschule entwickelt aufgrund der herausragenden Bedeutung der Künstlichen Intelligenz bis zum Jahr 2030 eine Identität als KI‑Hochschule und setzt diese Identi…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth'}",Professur (m/w/d) für das Gebiet Data Science and AI in Business Intelligence,2026-01-05T14:21:51Z,,,,
0,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",50.923007,"{'area': ['Deutschland', 'Thüringen', 'Jena'], 'display_name': 'Jena, Thüringen', '__CLASS__': 'Adzuna::API::Response::Location'}",5580064402,11.589469,https://www.adzuna.de/land/ad/5580064402?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=7FC91B838B756DA3329D67953FC7AA0B7C440685,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0xkMmxJZnY4Qkc0Y0otQkdrWVBTZyIsImkiOiI1NTgwMDY0NDAyIn0.szqiSrCU5YJL1h5tFEW_kzDWRKzNwFCg8FkzfvmD21I,Adzuna::API::Response::Job,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}","Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",2026-01-12T02:26:27Z,,,,
0,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",47.999458,"{'display_name': 'Freiburg im Breisgau, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau'], '__CLASS__': 'Adzuna::API::Response::Location'}",5466725194,7.816286,https://www.adzuna.de/land/ad/5466725194?se=OLd2lIfv8BG4cJ-BGkYPSg&utm_medium=api&utm_source=a4bcf954&v=2E265F75D4E76BB298528A5390B9ADF9BE5E0796,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ2NjcyNTE5NCIsInMiOiJPTGQybElmdjhCRzRjSi1CR2tZUFNnIn0.oUf4quhPuaq7e6_7dbm8jNcEc-dGKK957BaGAtCaLG0,Adzuna::API::Response::Job,"Freiburg im Breisgau ab sofort Wir bilden aus und suchen begeisterte Daten-Enthusiast:innen! KI, Data Engineering, Cloud Computing oder Big Data sollen nicht länger nur theoretische Begriffe sein? Dann ist unser duales Studium mit dem Schwerpunkt Data Science und Künstliche Intelligenz die perfekte Gelegenheit, um deine Fähigkeiten zu entwickeln und in die vielschichtige Welt der Daten einzutauchen. Setze jetzt den Startschuss für deine Karriere ab September 2026 im Studiengang Data Science und…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Haufe Group SE'}",Duales Studium 2026 - Data Science und KI B.Sc. (d/m/w),2025-10-27T21:42:06Z,full_time,,,
