created,longitude,salary_is_predicted,location,__CLASS__,redirect_url,category,latitude,title,company,id,description,adref,contract_time,salary_max,salary_min,contract_type
2025-07-26T18:27:24Z,9.2274,0,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5323326784?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=7BF6635D69C54666C67A56F560B4042091C804EE,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",49.18975,Duales Studium Data Science und Künstliche Intelligenz 2026 (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",5323326784,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. Studienbeginn: 01.09.2026 mit dem Begrüßungsmonat, Studienstart: zum 01.10.2026 Studiendauer: 3 J…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyMzMyNjc4NCIsInMiOiJSS3QwSlFSeDhCRy1PNnBVbm84YWdRIn0.87u2UWPwUBIsX5uqI60BngwPh8GNpMYlMnKFyKvBfjs,,,,
2025-07-12T06:09:52Z,9.2274,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5299022197?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=6BDDC0F74D14C8171F1CEAE1263E5A17829486A3,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",49.18975,Duales Studium Wirtschaftsinformatik - Data Science 2026,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",5299022197,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkt0MEpRUng4QkctTzZwVW5vOGFnUSIsImkiOiI1Mjk5MDIyMTk3In0.rsZaMKjvWblP9AGw9Oqwo01_QMZyIwAWwD4N7tdNYkA,,,,
2025-07-23T06:23:14Z,10.68758,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lübeck', 'area': ['Deutschland', 'Schleswig-Holstein', 'Lübeck', 'Lübeck']}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5317566617?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=19775EB93DB19EA6E666BA0754316C31F14AC5EB,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",53.86956,Lehrkraft für besondere Aufgaben (m/w/d) für den Bereich Data Science,"{'display_name': 'Land Schleswig Holstein', '__CLASS__': 'Adzuna::API::Response::Company'}",5317566617,"Die Technische Hochschule Lübeck ist eine zukunftsorientierte Hochschule, gute Lehre und Forschung sind unser Fundament. Hier studieren, lehren und forschen ca. 5000 Studierende und 130 Professor*innen in vier Fachbereichen, unterstützt von rund 400 Mitarbeiterinnen und Mitarbeitern. Das Profil der TH Lübeck – Technik, Ressourcen, Lebenswelten- beruht auf den fachlichen Schwerpunkten in den Bereichen Technik, Naturwissenschaften, Architektur und Wirtschaft. Mit unserer Expertise und unseren Erf…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkt0MEpRUng4QkctTzZwVW5vOGFnUSIsImkiOiI1MzE3NTY2NjE3In0.ImVJwYa5h8DOFuIDj4Fj56hbSsD-QnVLyuvuegOGQmw,,,,
2025-07-12T06:09:51Z,9.2274,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5299022067?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=7D6C148ECCB66412882E934CDD5FEC06298D3555,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",49.18975,Duales Studium Data Science und KI - Smart Operations Management 2026,"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5299022067,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkt0MEpRUng4QkctTzZwVW5vOGFnUSIsImkiOiI1Mjk5MDIyMDY3In0.P-fO7w8UNWBi7XXFNtdyVLDS4nqnIJUBcWOismzpM8Q,,,,
2025-08-01T18:40:27Z,9.14146,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Biberach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach, Heilbronn'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5332210470?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=2136F659C49138386EC236E0818BB885504692BD,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",49.19277,DHBW Studium - Data Science und Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Liebherr-Werk Biberach GmbH'}",5332210470,"​Die Liebherr-Werk Biberach GmbH stellt hochwertige Turmdrehkrane und Mobilbaukrane her. Schnelleinsatzkrane, Obendreherkrane und Mobilbaukrane sind weltweit erfolgreich im Einsatz und stehen für Umschlagleistung und Wirtschaftlichkeit Aufgaben Studierende beschäftigen sich neben den Grundlagen der Informatik und Wirtschaftsinformatik mit den Kerninhalten von Data Science. Dies beinhaltet etwa Cloud Computing, Big Data, Machine Learning und Projektmanagement. Zur Vertiefung werden zwei Wahlopti…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzMjIxMDQ3MCIsInMiOiJSS3QwSlFSeDhCRy1PNnBVbm84YWdRIn0._Axijrp6DKX8-V37keNwPXuwAIAIvx5Jq9A-s0L7FkQ,,,,
2025-07-26T18:27:23Z,9.2274,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5323326712?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=857DD246F9A4DD12656F8F0E32FB1416441DF46E,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",49.18975,Duales Studium Data Science und Künstliche Intelligenz 2026 (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",5323326712,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Studienbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studiendauer:} 3 Jahre {Studiendauer:} 01.10…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkt0MEpRUng4QkctTzZwVW5vOGFnUSIsImkiOiI1MzIzMzI2NzEyIn0.mwrShbLlcRYboZHrDVC9fdH_g76nb-QBwTbSTF2apDQ,,,,
2025-07-25T06:26:19Z,9.187224,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5321175170?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=B440D0C4CAA90767E2B932C1020D32E7082DFE5D,"{'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs'}",48.776198,Procurement Specialist (m/w/d) Data Science & AI,"{'display_name': 'Leadec Management Central Europe BV & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5321175170,"Wir sorgen mit unseren Services jeden Tag dafür, dass in der Produktion unserer Kunden auf der ganzen Welt alles rund läuft. Dabei denken wir in Lösungen und optimieren entlang des gesamten Prozesses - von der Planung bis zur Instandhaltung, Modernisierung und Digitalisierung. Als Servicespezialist in der Fertigungsindustrie wissen wir, dass Menschen den Unterschied machen. Respekt, Teamspirit und Vielseitigkeit zeichnen das Arbeiten bei Leadec aus. Auf unsere Arbeit sind wir stolz - über 22.50…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkt0MEpRUng4QkctTzZwVW5vOGFnUSIsImkiOiI1MzIxMTc1MTcwIn0.y3e4_uJ63dOih7WW8H6x1woPZFR8XFq4lwUh0OPWQpY,,,,
2025-06-17T20:17:09Z,10.10558,0,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5255157657?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=8B7522BAAFFC072ED980160B1A956D88C8C2EE3C,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",48.78408,"Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",5255157657,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE1NzY1NyIsInMiOiJSS3QwSlFSeDhCRy1PNnBVbm84YWdRIn0.s13d4MTWnDGZGUSIcVI_Tf0PGWS_q8-i1n1fhFePjkY,,,,
2025-07-27T20:56:14Z,9.10973,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Vaihingen, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Vaihingen']}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5324478801?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=677A172E0E4B7396BC21F4F91169F0271CD25C86,"{'label': 'Technikerstellen', 'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",48.72994,Procurement Specialist (m/w/d) Data Science & AI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Leadec'}",5324478801,"Über uns Wir sorgen mit unseren Services jeden Tag dafür, dass in der Produktion unserer Kunden auf der ganzen Welt alles rund läuft.Dabei denken wir in Lösungen und optimieren entlang des gesamten Prozesses – von der Planung bis zur Instandhaltung, Modernisierung und Digitalisierung.Als Servicespezialist in der Fertigungsindustrie wissen wir, dass Menschen den Unterschied machen.Respekt, Teamspirit und Vielseitigkeit zeichnen das Arbeiten bei Leadec aus.Auf unsere Arbeit sind wir stolz – über …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkt0MEpRUng4QkctTzZwVW5vOGFnUSIsImkiOiI1MzI0NDc4ODAxIn0.k5k8-VYE2Jqw8sPk7HdyiYuZBLu_BTEaNtmHjUjuWvk,full_time,,,
2025-08-01T06:43:34Z,11.589469,0,"{'area': ['Deutschland', 'Thüringen', 'Jena'], 'display_name': 'Jena, Thüringen', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5331263876?se=RKt0JQRx8BG-O6pUno8agQ&utm_medium=api&utm_source=a4bcf954&v=FF27E3E1293108BF7E49D15F27D20D31B324FAD3,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",50.923007,"Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",5331263876,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzMTI2Mzg3NiIsInMiOiJSS3QwSlFSeDhCRy1PNnBVbm84YWdRIn0.uurDdgGP61spuPZ0Ps6ie6rxNN8z4_2yxVknoNx4sLU,,,,
