id,latitude,redirect_url,adref,location,description,created,longitude,__CLASS__,title,category,company,salary_is_predicted,contract_time,salary_max,salary_min,contract_type
5352524449,49.18975,https://www.adzuna.de/land/ad/5352524449?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=95BA64F990A598A9A3B762ABAD50A793F2FD345F,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHA0ZXR3Tjg4QkdLUjdsQWticF9pdyIsImkiOiI1MzUyNTI0NDQ5In0.Dx1SgzebITySDcBEfEliIfHcVWAOb6d9gbYkRVNAcHg,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}","Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",2025-08-14T20:01:06Z,9.2274,Adzuna::API::Response::Job,Praktikum Data Science,"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5299022197,49.18975,https://www.adzuna.de/land/ad/5299022197?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=6BDDC0F74D14C8171F1CEAE1263E5A17829486A3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTAyMjE5NyIsInMiOiJwcDRldHdOODhCR0tSN2xBa2JwX2l3In0.Im8kd8ViHu6qWE-BssemWUoUVnHBRX5e9531gZdEMBY,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}","Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",2025-07-12T06:09:52Z,9.2274,Adzuna::API::Response::Job,Duales Studium Wirtschaftsinformatik - Data Science 2026,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5354046399,53.364317,https://www.adzuna.de/land/ad/5354046399?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=AE461C6E3B6DD6FE9B7713E6D9303BDE921462E2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM1NDA0NjM5OSIsInMiOiJwcDRldHdOODhCR0tSN2xBa2JwX2l3In0.o-myKcEuiimWkGTVF3h5pAn_RboaCMw1i_hfciYzVOo,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Emden, Niedersachsen', 'area': ['Deutschland', 'Niedersachsen', 'Emden']}","Bodenständig, friesisch, authentisch – und in einer Spitzenposition, wenn es um zukunftsweisende Innovationen geht: Die Hochschule Emden/​Leer ist Impulsgeberin für die Region. An der Hochschule Emden/Leer, die sich als innovative, richtungs­weisende Zukunftshochschule versteht , ist im Fachbereich Technik in der Abteilung Elektrotechnik und Informatik am Campus Emden zum nächstmöglichen Zeitpunkt folgende Professur der BesGr. W 2 zu besetzen: Professur (m/w/d) für Data Science und Programmieru…",2025-08-15T19:42:21Z,7.197297,Adzuna::API::Response::Job,Professur (m/w/d) für Data Science und Programmierung,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Hochschule Emden/Leer', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5354046076,54.319658,https://www.adzuna.de/land/ad/5354046076?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=34A896C5DD7672503348DD534AD4166C0C309759,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM1NDA0NjA3NiIsInMiOiJwcDRldHdOODhCR0tSN2xBa2JwX2l3In0.c73APSblpswSjXrYH1Qpslr-DgyGVcY1W-7MLk3p5GA,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], 'display_name': 'Kiel, Schleswig-Holstein'}","Die WTSH ist die zentrale Wirtschaftsförderungsgesellschaft in Schleswig-Holstein. Als One-Stop-Agentur beraten wir Unternehmen, die in Schleswig-Holstein Geschäftsaktivitäten auf- oder ausbauen möchten. Die WTSH ist unter anderem Trägerin des vom Land Schleswig-Holstein geförderten Projektes „ B ig D ata T rusted S cience A I Plattform S chleswig- H olstein“ (BiTSEA SH). Mit dem Projekt BiTSEA SH entsteht eine hochskalierbare, hochverfügbare und vertrauenswürdige KI-Plattform für Daten und KI-…",2025-08-15T19:42:20Z,10.137982,Adzuna::API::Response::Job,Projektmanager (m/w/d) KI Data Science,"{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'WTSH GmbH'}",0,,,,
5342105306,53.550256,https://www.adzuna.de/land/ad/5342105306?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=968365E0395913889F562A263118EF39D650CD20,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0MjEwNTMwNiIsInMiOiJwcDRldHdOODhCR0tSN2xBa2JwX2l3In0.lz-oo0Z9nz5yXic81IarpEXybifzIxZRdkpzM-e757w,"{'area': ['Deutschland', 'Niedersachsen', 'Wilhelmshaven'], 'display_name': 'Wilhelmshaven, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location'}","An der Jade Hochschule in Wilhelmshaven, Oldenburg und Elsfleth studieren rund 6.400 Menschen mit mehr als 200 Professorinnen und Professoren. Lehre und Forschung zeichnen sich durch innovative Ansätze, kooperative Zusammenarbeit und eine zugewandte Haltung aus. In allen Bereichen fördert die Hochschule Kompetenz und Vielfalt. Die Jade Hochschule entwickelt aufgrund der herausragenden Bedeutung der Künstlichen Intelligenz bis zum Jahr 2030 eine Identität als KI-Hochschule und setzt diese Identi…",2025-08-07T19:13:44Z,8.087806,Adzuna::API::Response::Job,Professur (m/w/d) für das Gebiet Applied Data Science,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'display_name': 'Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5350701113,48.776198,https://www.adzuna.de/land/ad/5350701113?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=C527A93791B120D16FDB7D084705C2B4AD434B7C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHA0ZXR3Tjg4QkdLUjdsQWticF9pdyIsImkiOiI1MzUwNzAxMTEzIn0.tx9OFkzolydMzkV092vSEE_6WO2n_dXsC9-u1bhPDNQ,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","WHAT DO YOU DO FOR A LIVING? Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir dir im Herzen Stuttgarts viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Für den Studienstart am 1. September 2026 suchen wir am Standort Stuttgart aufge­schlossene und moti­vierte Studierende. DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Aufgaben Drei Jahre bei der WGV studieren, dann hast du es geschafft und kannst d…",2025-08-13T19:40:43Z,9.187224,Adzuna::API::Response::Job,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5299022067,49.18975,https://www.adzuna.de/land/ad/5299022067?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=7D6C148ECCB66412882E934CDD5FEC06298D3555,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHA0ZXR3Tjg4QkdLUjdsQWticF9pdyIsImkiOiI1Mjk5MDIyMDY3In0.e7thO3dr2fEOHZz13eQWlG38Jijl4a4nmIAFw89gJhk,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",2025-07-12T06:09:51Z,9.2274,Adzuna::API::Response::Job,Duales Studium Data Science und KI - Smart Operations Management 2026,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5349170726,51.226802,https://www.adzuna.de/land/ad/5349170726?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=420B0A91E8567F5F6665FDD62E076E5CD161E46E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHA0ZXR3Tjg4QkdLUjdsQWticF9pdyIsImkiOiI1MzQ5MTcwNzI2In0.TnpoKVC2P7RMXQ8cB04fUs5fWHEYEmLBftZ1bgxw5gI,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",1&1 Versatel betreibt das größte alternative Glasfasernetz Deutschlands und forciert als Treiber der Gigabit-Gesellschaft den kontinuierlichen Ausbau des Glasfasernetzes. Als B2B Spezialist der 1&1 Firmengruppe betreuen wir rund 50.000 Geschäftskunden. Werde Teil von etwas Großem! Aufgaben Unterstützung bei Datenanalysen mit Python und SQL Unterstützung bei Maschine Learning-Modellen und GenAI-Ansätzen Erstellung von Grafiken mit Excel oder Python Auszählen von Daten-Selektionen Automatisierung…,2025-08-12T19:39:34Z,6.808387,Adzuna::API::Response::Job,Werkstudent Data Science (w/m/d),"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': '1&1 Versatel GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5343933355,,https://www.adzuna.de/land/ad/5343933355?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=B0250CEDADFD66FDEB1E4B8C77A2CCC69A9F066E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0MzkzMzM1NSIsInMiOiJwcDRldHdOODhCR0tSN2xBa2JwX2l3In0.L1lqcZzxSpJr79jI_6xveM_jqzawL90GmmWElilsYHg,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","Duales Bachelor Studium: Wirtschafts­informatik – Data Science (September 2026 – DHBW Stuttgart) Bereich: Ausbildung / Duales Studium Standort: Owen bei Kirchheim / Teck Beschäftigungsart: Duales Studium Über 60 Jahre Erfahrung haben Leuze zum Experten für innovative und effiziente Sensor- und Sicherheits­lösungen in der Automatisierungs­technik gemacht. Heute sorgen wir – rund 1.600 Sensor People weltweit – mit Neugier, Leiden­schaft und Entschlossen­heit für Fort­schritt und Wandel. Unser Ant…",2025-08-08T19:14:07Z,,Adzuna::API::Response::Job,Duales Bachelor Studium: Wirtschaftsinformatik – Data Science (September 2026 – DHBW Stuttgart),"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Leuze electronic GmbH + Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
5350189434,,https://www.adzuna.de/land/ad/5350189434?se=pp4etwN88BGKR7lAkbp_iw&utm_medium=api&utm_source=a4bcf954&v=9A888E274681B5B1525752CBA478A81655B4C056,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHA0ZXR3Tjg4QkdLUjdsQWticF9pdyIsImkiOiI1MzUwMTg5NDM0In0.fx00RCPvUBGzCWBOw0x-OVsTfdhK2-h8tvy2dpOl_VU,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Böblingen'], 'display_name': 'Böblingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","WE ARE AGAIN AWARDED AS TOP ARBEITGEBER 2025! At AP Sensing, we're building on a success story that began in the garage of Bill Hewlett and Dave Packard. As an independent HP spin-off, we combine over 40 years of technological expertise with a passion for innovation. Together we'll continue to enhance infrastructure, protect people, and safeguard our planet. With a commitment to fiber optic sensing, we value every voice and empower growth. Join us in thinking ahead to create a smarter, safer wo…",2025-08-13T07:39:41Z,,Adzuna::API::Response::Job,Data Science Team Lead (m/f/d),"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'AP Sensing GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,,,,
