created,description,title,company,adref,location,longitude,category,latitude,salary_is_predicted,__CLASS__,redirect_url,id,contract_time,salary_max,salary_min,contract_type
2026-05-18T19:45:18Z,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",Duales Studium Wirtschaftsinformatik - Data Science 2027,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI4ODY2MiIsInMiOiJ1SWFzS2podThSR2E4TDBtd2REQjJBIn0.MO8XTuZ5wktfDs2O8xa1dOeGm6Jb72j-T1dBBq4tVsE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",9.2274,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",49.18975,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5733288662?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=366DE9802B50CE4713055921F48A779825AE62E1,5733288662,,,,
2026-06-18T09:58:12Z,DHBW-Studium Bachelor of Science – Wirt­schafts­informatik – Data Science Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Bereit für ein echt spannendes und abwechslungsreiches Studium? Wir machen dich fit für deine Zukunft in einer modernen Versicherung. Für den Studienstart am 01.09.2026 in Stuttgart suchen wir aufgeschlossene und motivierte Studierende. Aufgaben Drei Jahre…,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik – Data Science,"{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NzgxMjYyMyIsInMiOiJ1SWFzS2podThSR2E4TDBtd2REQjJBIn0.LlSDS9qvu3lD6YyFgX6dEu1pU7JkdD8TZu1az6YYIKY,"{'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",9.187224,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",48.776198,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5767812623?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=0D28DB1EAF00BCA078C2C039D4074B51B63D995C,5767812623,,,,
2026-05-19T13:53:54Z,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",Duales Studium Data Science und KI - Smart Operations Management 2027,"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUlhc0tqaHU4UkdhOEwwbXdkREIyQSIsImkiOiI1NzMzOTc0NDgzIn0.ihbcCFvBZqN0w-jTEpOUtBIsMS_eJepF_hiPpYCNVvg,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",9.2274,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",49.18975,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5733974483?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=C44063A8613D3152F32376D2CD101CAF5781FF26,5733974483,,,,
2026-06-21T06:16:48Z,"Als Student arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst ideale Voraussetzungen für Deine spätere Karriere. Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitar…",Abschlussarbeit Data Science / Mechanikdesign (m/w/x),"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUlhc0tqaHU4UkdhOEwwbXdkREIyQSIsImkiOiI1NzcxMzY0NzgxIn0.KvWn-XxXz2Yoe7Eli8fZPbpxKGRjqDtCK7sLt3usB28,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], 'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location'}",10.10558,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",48.78408,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5771364781?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=BDFED5017FD0277CFE08ED1C74B87B06A81ED5A1,5771364781,,,,
2026-06-17T16:21:03Z,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…","Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Start 2027","{'display_name': 'HENSOLDT', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUlhc0tqaHU4UkdhOEwwbXdkREIyQSIsImkiOiI1NzY2ODgwMTYyIn0.zpck56tSdkRDEOUchXPDu3Mvvzc06W1RRo-O7YNLMpQ,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5766880162?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=A7E7B345F64B3F8642445374114F4B381D1B9054,5766880162,,,,
2026-06-09T04:54:43Z,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","Duales Studium Wirtschaftsinformatik/Data Science (B.Sc.), Mercedes-Benz Group AG, Stuttgart, 01.10.2027 (m/w/d)","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Group AG'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUlhc0tqaHU4UkdhOEwwbXdkREIyQSIsImkiOiI1NzU2ODE4Njk4In0.8bn7QwfMnIULbw8YpoFLxK2Wqn8E2MnSv1LQYkq8KAM,"{'display_name': 'Esslingen am Neckar, Esslingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Esslingen am Neckar']}",9.315933,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",48.745846,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5756818698?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=2D8FD42376E9FC9CAE26D6FDC7210E899DE805C0,5756818698,,,,
2026-05-29T17:01:57Z,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Duales Studium Data Science / Künstliche Intelligenz in Kooperation mit der Dualen Hochschule Baden-Württemberg 2027 (m/w/d/x),"{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUlhc0tqaHU4UkdhOEwwbXdkREIyQSIsImkiOiI1NzQ0Njc2OTQyIn0.Vdc99sBk5uQ8khj1CYVhOJ8qygxgctjl1rtFmlCw-ww,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ulm, Baden-Württemberg'}",9.856945,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",48.383137,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5744676942?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=4AAC7479814C5CDB58BFEF3331A7DB0DE7B05FA5,5744676942,,,,
2026-06-21T14:30:01Z,"Arbeit anders leben Die Stelle ist befristet auf 12 Monate, mit Option auf Verlängerung, in Teilzeit (15-20 Std. / Woche) zu besetzen. Das Team Marktforschung vereint Spezialisten aus den Bereichen qualitativer und quantitativer Forschung, Social Listening und Trendanalysen sowie Data Science. Wir kümmern uns um maßgeschneiderte Analysen für Fragestellungen rund um die dm Eigenmarken, unser Sortiment und die Kommunikation. Auf der Grundlage methodischer Exzellenz und thematischer Expertise unte…",Werkstudent Data Science - Marktforschung (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'dm-drogerie markt GmbH + Co. KG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTcwNjc2OSIsInMiOiJ1SWFzS2podThSR2E4TDBtd2REQjJBIn0.UckFvkvv7fGMXZ6VAIzKiox4lwPgVkjWvSDE9W-LgcY,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innenstadt, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt']}",8.38979,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",49.01336,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5771706769?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=3FDFBD4384F4A6313DEE331D8D7CB13094ADBED7,5771706769,part_time,,,
2026-04-08T12:40:42Z,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Consultant Analytics Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUlhc0tqaHU4UkdhOEwwbXdkREIyQSIsImkiOiI1NjkzMDQ3NDU2In0.OaHye05wPQbC9WOSGBek1m-HddP-njfeF_x1iDXlQkM,"{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",9.987297,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",53.557429,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5693047456?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=9352D51F46000961DCB48290162075ADF565AF48,5693047456,full_time,,,
2026-06-19T11:24:10Z,"About us Zenjob is an AI-powered flexible staffing platform that has efficiently connected companies and temporary workers since 2015. Companies use our platform to book ready-to-work staff in real time, while students use our app to find part-time jobs that conveniently fit around their studies. Over 40,000 students and 1,000 partner companies from logistics, retail, and hospitality in all major German cities share our belief that good work is not a coincidence. It is the result of innovative …",Head of Analytics and Data Science,"{'display_name': 'Zenjob SE', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTIyNDAxNiIsInMiOiJ1SWFzS2podThSR2E4TDBtd2REQjJBIn0._PNNt2CL4XSmOm65TAJGttra94Ww0ifOwCYDVF1a7nM,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Gastronomie & Catering', 'tag': 'hospitality-catering-jobs'}",52.507706,0,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5769224016?se=uIasKjhu8RGa8L0mwdDB2A&utm_medium=api&utm_source=a4bcf954&v=0CBE58766F7271E596F1D0041EF7C0033C10DF28,5769224016,full_time,,,
